Subject_ID,Slide_Image,Evetnt,CNT,Time,TIME(2016/06/16 15:23:15.026),TIMETICK(f=2531396),FPOGX,FPOGY,Xpos,Ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
s20,fruit.bmp,1,29,475.5,0.4755,57092242857,553.41056,229.83936,0.54044,0.29927,0.17952,0.29597,3,1,0.56205,0.30408,1,-0.97852,0.3151,0,,0.33528,0.39867,20.15564,1.00767,1,0.72419,0.40212,18.71193,1.01162,1,0,0,9
s20,fruit.bmp,1,30,491.93,0.49193,57092284453,559.63648,232.2816,0.54652,0.30245,0.17952,0.31241,3,1,0.66205,0.36301,1,-0.97852,0.3151,0,,0.33593,0.40262,20.22975,1.01261,1,0.72509,0.40606,18.83565,1.01656,1,0,0,9
s20,fruit.bmp,1,31,508.22,0.50822,57092325693,564.76672,234.69312,0.55153,0.30559,0.17952,0.3287,3,1,0.65174,0.36829,1,-0.91016,0.30599,0,,0.33438,0.40697,20.32704,1.02187,1,0.72399,0.41002,18.39928,1.02582,1,0,0,9
s20,fruit.bmp,1,32,524.54,0.52454,57092367000,569.4464,236.78976,0.5561,0.30832,0.17952,0.34502,3,1,0.65206,0.36567,1,-0.91016,0.30599,0,,0.3343,0.40713,20.15808,1.02674,1,0.72409,0.41108,18.27235,1.03069,1,0,0,9
s20,fruit.bmp,1,33,541.25,0.54125,57092409320,572.42624,239.64672,0.55901,0.31204,0.17952,0.36173,3,1,0.62299,0.39384,1,-0.66504,0.28255,0,,0.33232,0.40743,19.22897,1.03162,1,0.72301,0.41068,17.17165,1.03995,1,0,0,9
s20,fruit.bmp,1,55,903.36,0.90336,57093325940,657.53088,475.93728,0.64212,0.61971,0.85334,0.05002,4,1,0.64831,0.63225,1,-0.18945,0.30599,0,,0.33774,0.40925,20.05808,1.01613,1,0.73047,0.41344,20.13128,1.0152,1,0,0,10
s20,fruit.bmp,1,56,919.4,0.9194,57093366562,658.67776,478.272,0.64324,0.62275,0.85334,0.06606,4,1,0.64772,0.6349,1,-0.18945,0.30599,0,,0.3373,0.40951,19.89814,1.00687,1,0.7305,0.41424,19.91414,1.00594,1,0,0,10
s20,fruit.bmp,1,57,937.81,0.93781,57093413158,651.89888,481.17504,0.63662,0.62653,0.85334,0.08447,4,1,0.60353,0.64542,1,-0.15918,0.30078,0,,0.33358,0.41342,20.15013,0.99761,1,0.72619,0.41717,19.83358,0.99668,1,0,0,10
s20,fruit.bmp,1,58,951.52,0.95152,57093447875,640.02048,476.3904,0.62502,0.6203,0.85334,0.09818,4,1,0.55539,0.58297,1,-0.15918,0.30078,0,,0.33278,0.412,19.79757,0.98835,1,0.72501,0.41506,19.74241,0.98743,1,0,0,10
s20,fruit.bmp,1,59,968.1,0.9681,57093489824,631.12192,472.9728,0.61633,0.61585,0.85334,0.11475,4,1,0.55552,0.58467,1,0.07324,0.27344,0,,0.33243,0.41191,20.10575,0.98347,1,0.72453,0.41448,19.73696,0.98255,1,0,0,10
s20,fruit.bmp,1,60,984.8,0.9848,57093532083,618.68032,469.81632,0.60418,0.61174,0.85334,0.13145,4,1,0.50694,0.57886,1,0.07324,0.27344,0,,0.33344,0.40536,19.90137,0.9786,1,0.72591,0.40756,20.19859,0.98154,1,0,0,10
s20,fruit.bmp,1,61,1001.18,1.00118,57093573561,611.2768,464.8704,0.59695,0.6053,0.85334,0.14783,4,1,0.53192,0.54731,1,0.2959,0.27995,0,,0.33365,0.40469,19.92806,0.98685,1,0.72597,0.40718,20.23537,0.98979,1,0,0,10
s20,fruit.bmp,1,62,1017.27,1.01727,57093614312,605.20448,460.71552,0.59102,0.59989,0.85334,0.16393,4,1,0.53173,0.5458,1,0.2959,0.27995,0,,0.33373,0.40471,19.62208,0.99072,1,0.72597,0.407,20.0193,0.99366,1,0,0,10
s20,fruit.bmp,1,63,1033.65,1.03365,57093655755,598.33344,461.20704,0.58431,0.60053,0.85334,0.18031,4,1,0.51048,0.60754,1,0.39746,0.28906,0,,0.33202,0.40968,19.97436,0.99458,1,0.72471,0.41161,20.04665,0.99366,1,0,0,10
s20,fruit.bmp,1,64,1058.24,1.05824,57093717995,593.05984,460.00896,0.57916,0.59897,0.85334,0.2049,4,1,0.51738,0.58033,1,0.41309,0.29167,0,,0.33071,0.41276,20.02154,0.99458,1,0.72339,0.4144,19.57271,0.99366,1,0,0,10
s20,fruit.bmp,1,65,1067.15,1.06715,57093740550,588.544,458.98752,0.57475,0.59764,0.85334,0.21381,4,1,0.51738,0.58033,1,0.41309,0.29167,0,,0.3305,0.4131,19.72966,0.99458,1,0.72306,0.41536,20.06741,0.99366,1,0,0,10
s20,fruit.bmp,1,66,1083.6,1.0836,57093782202,583.48544,459.13344,0.56981,0.59783,0.85334,0.23026,4,1,0.50063,0.60052,1,0.41309,0.29167,0,,0.32986,0.41285,19.60733,0.99458,1,0.72266,0.41479,19.82258,0.98927,1,0,0,10
s20,fruit.bmp,1,70,1149.04,1.14904,57093947854,537.27232,458.51904,0.52468,0.59703,1.09953,0.04951,5,1,0.53172,0.56034,1,0.41602,0.29297,0,,0.33208,0.40697,19.41515,0.98143,1,0.72498,0.409,19.69424,0.98051,1,0,0,10
s20,fruit.bmp,1,71,1166.29,1.16629,57093991524,538.71616,452.88192,0.52609,0.58969,1.09953,0.06676,5,1,0.53172,0.56034,1,0.41602,0.29297,0,,0.3319,0.40707,19.58652,0.98143,1,0.72471,0.40896,19.66406,0.98051,1,0,0,10
s20,fruit.bmp,1,72,1188.38,1.18838,57094047445,533.72928,454.49472,0.52122,0.59179,1.09953,0.08885,5,1,0.49691,0.60231,1,0.41699,0.29297,0,,0.3299,0.41181,19.87318,0.98143,1,0.72294,0.41357,19.88592,0.98051,1,0,0,10
s20,fruit.bmp,1,73,1198.28,1.19828,57094072509,533.06368,447.34464,0.52057,0.58248,1.09953,0.09875,5,1,0.51662,0.52664,1,0.41699,0.29297,0,,0.32912,0.41137,19.69613,0.98143,1,0.722,0.41241,19.45164,0.98051,1,0,0,10
s20,fruit.bmp,1,74,1215.97,1.21597,57094117296,532.5312,441.70752,0.52005,0.57514,1.09953,0.11645,5,1,0.5164,0.52376,1,0.41699,0.29297,0,,0.32892,0.41091,19.21602,0.98582,1,0.72169,0.41198,19.4334,0.98921,1,0,0,10
s20,fruit.bmp,1,75,1232.6,1.2326,57094159370,523.35616,417.04704,0.51109,0.54303,1.09953,0.13307,5,1,0.43941,0.28612,1,0.41699,0.29297,0,,0.32957,0.3989,16.73607,0.99452,1,0.72122,0.40026,17.63204,0.99792,1,0,0,10
s20,fruit.bmp,1,76,1247.51,1.24751,57094197134,515.65568,393.6384,0.50357,0.51255,1.09953,0.14799,5,1,0.43597,0.23824,1,0.41992,0.29297,0,,0.33038,0.39578,17.61836,1.00322,1,0.72176,0.39789,18.0605,1.00662,1,0,0,10
s20,fruit.bmp,1,77,1263.76,1.26376,57094238266,509.31712,374.27712,0.49738,0.48734,1.09953,0.16424,5,1,0.4354,0.23519,1,0.41992,0.29297,0,,0.32986,0.39546,18.42569,1.00755,1,0.72188,0.39741,19.21222,1.01094,1,0,0,10
s20,fruit.bmp,1,78,1281.51,1.28151,57094283195,504.73984,356.72832,0.49291,0.46449,1.09953,0.18198,5,1,0.44372,0.21321,1,0.43164,0.29557,0,,0.32944,0.39367,18.88306,1.01187,1,0.72173,0.39621,19.45347,1.01526,1,0,0,10
s20,fruit.bmp,1,79,1297.12,1.29712,57094322712,500.69504,339.74016,0.48896,0.44237,1.09953,0.19759,5,1,0.44161,0.17695,1,0.43164,0.29557,0,,0.32797,0.39646,19.03605,1.01619,1,0.72119,0.39906,19.12959,1.01958,1,0,0,10
s20,fruit.bmp,1,86,1411.94,1.41194,57094613349,443.67872,167.70816,0.43328,0.21837,1.36228,0.04965,6,1,0.43912,0.205,1,0.48145,0.32031,0,,0.33032,0.39441,19.62761,0.98575,1,0.72304,0.39727,18.83345,0.98483,1,0,0,10
s20,fruit.bmp,1,87,1428.19,1.42819,57094654495,445.2864,168.81408,0.43485,0.21981,1.36228,0.0659,6,1,0.4411,0.22557,1,0.48145,0.32031,0,,0.33007,0.39829,20.40892,0.98143,1,0.72338,0.40181,19.60493,0.98051,1,0,0,10
s20,fruit.bmp,1,88,1444.39,1.44439,57094695507,447.62112,170.58048,0.43713,0.22211,1.36228,0.08211,6,1,0.44851,0.2336,1,0.4834,0.32292,0,,0.32989,0.40011,20.27101,0.98143,1,0.72308,0.40362,19.52063,0.98051,1,0,0,10
s20,fruit.bmp,1,89,1461.13,1.46113,57094737891,449.28,171.84,0.43875,0.22375,1.36228,0.09885,6,1,0.44851,0.2336,1,0.4834,0.32292,0,,0.32943,0.40045,20.08725,0.98143,1,0.72262,0.40378,19.25866,0.98051,1,0,0,10
s20,fruit.bmp,1,90,1477.43,1.47743,57094779135,451.40992,171.85536,0.44083,0.22377,1.36228,0.11514,6,1,0.4554,0.22386,1,0.4834,0.32292,0,,0.33112,0.40065,20.42995,0.98143,1,0.72425,0.40455,19.47426,0.98051,1,0,0,10
s20,fruit.bmp,1,91,1494.27,1.49427,57094821782,449.6384,176.13312,0.4391,0.22934,1.36228,0.13199,6,1,0.42522,0.27395,1,0.4834,0.32292,0,,0.33247,0.39924,20.38208,0.98143,1,0.726,0.40282,18.45591,0.98051,1,0,0,10
s20,fruit.bmp,1,92,1511.03,1.51103,57094864211,448.19456,179.43552,0.43769,0.23364,1.36228,0.14875,6,1,0.42504,0.27234,1,0.4834,0.32292,0,,0.33265,0.39837,20.21552,0.98143,1,0.72631,0.40278,19.60697,0.98483,1,0,0,10
s20,fruit.bmp,1,93,1527.18,1.52718,57094905099,447.5392,179.65824,0.43705,0.23393,1.36228,0.1649,6,1,0.43062,0.23678,1,0.4834,0.32292,0,,0.33445,0.3971,20.71379,0.98575,1,0.72773,0.40162,19.58268,0.98915,1,0,0,10
s20,fruit.bmp,1,94,1542.9,1.5429,57094944872,450.88768,180.97152,0.44032,0.23564,1.36228,0.18062,6,1,0.4763,0.25449,1,0.4834,0.32292,0,,0.33527,0.39784,20.71518,0.99008,1,0.72829,0.40271,19.66772,0.99347,1,0,0,10
s20,fruit.bmp,1,95,1564.91,1.56491,57095000602,453.69344,182.00832,0.44306,0.23699,1.36228,0.20263,6,1,0.47596,0.25313,1,0.4834,0.32292,0,,0.3354,0.39801,20.84686,0.9944,1,0.72875,0.40196,18.01605,0.99347,1,0,0,10
s20,fruit.bmp,1,96,1575.97,1.57597,57095028604,457.0624,183.16032,0.44635,0.23849,1.36228,0.21369,6,1,0.4891,0.258,1,0.4834,0.32292,0,,0.33618,0.40175,20.87216,0.9944,1,0.72903,0.40696,19.78773,0.99347,1,0,0,10
s20,fruit.bmp,1,97,1593.35,1.59335,57095072598,460.73856,184.4352,0.44994,0.24015,1.36228,0.23107,6,1,0.50023,0.26339,1,0.4834,0.32292,0,,0.33625,0.40179,20.79577,0.9944,1,0.72913,0.40763,19.83112,0.99347,1,0,0,10
s20,fruit.bmp,1,98,1609.06,1.60906,57095112341,463.93344,185.32608,0.45306,0.24131,1.36228,0.24677,6,1,0.49991,0.25882,1,0.4834,0.32292,0,,0.33639,0.40217,20.93961,0.99878,1,0.72919,0.40786,19.58243,1.00217,1,0,0,10
s20,fruit.bmp,1,99,1625.4,1.6254,57095153711,466.3296,184.51968,0.4554,0.24026,1.36228,0.26311,6,1,0.49276,0.22345,1,0.4834,0.32292,0,,0.33707,0.4008,20.95776,1.00748,1,0.72999,0.40674,19.71165,1.01088,1,0,0,10
s20,fruit.bmp,1,100,1642.14,1.64214,57095196086,469.504,183.32928,0.4585,0.23871,1.36228,0.27985,6,1,0.51128,0.21228,1,0.4834,0.32292,0,,0.3375,0.40065,20.9138,1.01187,1,0.73075,0.40588,18.90603,1.01526,1,0,0,10
s20,fruit.bmp,1,101,1659.21,1.65921,57095239313,472.35072,182.33088,0.46128,0.23741,1.36228,0.29693,6,1,0.51126,0.21397,1,0.4834,0.32292,0,,0.33761,0.40059,20.89873,1.01187,1,0.73046,0.40641,19.62057,1.01094,1,0,0,10
s20,fruit.bmp,1,102,1675.55,1.67555,57095280674,473.68192,184.25088,0.46258,0.23991,1.36228,0.31327,6,1,0.48732,0.28748,1,0.4834,0.32292,0,,0.33716,0.40125,21.09697,1.00755,1,0.73,0.40752,19.71379,1.00662,1,0,0,10
s20,fruit.bmp,1,103,1691.22,1.69122,57095320347,475.52512,183.56736,0.46438,0.23902,1.36228,0.32894,6,1,0.50036,0.22121,1,0.4834,0.32292,0,,0.33685,0.40201,21.01364,1.00755,1,0.72969,0.40825,19.62578,1.00662,1,0,0,10
s20,fruit.bmp,1,104,1707.26,1.70726,57095360944,477.184,182.77632,0.466,0.23799,1.36228,0.34498,6,1,0.50008,0.21643,1,0.4834,0.32292,0,,0.3367,0.4022,20.93425,1.01193,1,0.72948,0.4084,19.67076,1.01532,1,0,0,10
s20,fruit.bmp,1,108,1773.12,1.77312,57095527644,511.8976,204.83328,0.4999,0.26671,1.72403,0.04909,7,1,0.48371,0.24242,1,0.4834,0.32292,0,,0.33681,0.40107,21.14413,1.02063,1,0.72953,0.40709,19.79429,1.02403,1,0,0,10
s20,fruit.bmp,1,109,1790.02,1.79002,57095570441,509.10208,199.80288,0.49717,0.26016,1.72403,0.06599,7,1,0.48622,0.23395,1,0.4834,0.32292,0,,0.33644,0.40125,21.23602,1.02934,1,0.72938,0.40714,19.85976,1.03273,1,0,0,10
s20,fruit.bmp,1,110,1806.51,1.80651,57095612178,507.16672,196.27776,0.49528,0.25557,1.72403,0.08248,7,1,0.48585,0.23264,1,0.4834,0.32292,0,,0.33642,0.40127,21.19629,1.03366,1,0.7292,0.40698,19.9206,1.03273,1,0,0,10
s20,fruit.bmp,1,111,1822.65,1.82265,57095653022,506.44992,196.50816,0.49458,0.25587,1.72403,0.09862,7,1,0.49037,0.25767,1,0.4834,0.32292,0,,0.33495,0.40184,21.36958,1.03366,1,0.72778,0.40753,19.79374,1.02835,1,0,0,10
s20,fruit.bmp,1,112,1841.04,1.84104,57095699575,507.82208,191.10912,0.49592,0.24884,1.72403,0.117,7,1,0.50531,0.19962,1,0.50586,0.32292,0,,0.33486,0.40239,21.04,1.02495,1,0.72763,0.40808,19.78307,1.01964,1,0,0,10
s20,fruit.bmp,1,113,1855.41,1.85541,57095735965,508.95872,187.44576,0.49703,0.24407,1.72403,0.13138,7,1,0.50588,0.20594,1,0.50586,0.32292,0,,0.33474,0.40265,21.1222,1.01625,1,0.72756,0.40818,19.96199,1.01094,1,0,0,10
s20,fruit.bmp,1,114,1871.59,1.87159,57095776925,506.99264,185.47968,0.49511,0.24151,1.72403,0.14756,7,1,0.47783,0.2185,1,0.5957,0.32031,0,,0.33546,0.4011,21.34915,1.00755,1,0.72818,0.40673,20.08829,1.00224,1,0,0,10
s20,fruit.bmp,1,115,1887.96,1.88796,57095818353,505.09824,174.75072,0.49326,0.22754,1.72403,0.16393,7,1,0.47479,0.08778,1,0.5957,0.32031,0,,0.33557,0.39664,19.805,0.99884,1,0.72743,0.40158,18.55185,0.99353,1,0,0,10
s20,fruit.bmp,1,116,1904.64,1.90464,57095860579,503.59296,166.27968,0.49179,0.21651,1.72403,0.18061,7,1,0.47563,0.09522,1,0.71973,0.32813,0,,0.33555,0.39651,20.96664,0.99014,1,0.72748,0.40159,19.75858,0.98483,1,0,0,10
s20,fruit.bmp,1,117,1920.99,1.92099,57095901974,499.15904,161.69472,0.48746,0.21054,1.72403,0.19696,7,1,0.43544,0.13892,1,0.71973,0.32813,0,,0.33413,0.39448,20.37981,0.98143,1,0.72605,0.39952,18.93014,0.98051,1,0,0,10
s20,fruit.bmp,1,118,1937.42,1.93742,57095943581,495.86176,154.93632,0.48424,0.20174,1.72403,0.21339,7,1,0.44237,0.08731,1,0.77734,0.34505,0,,0.33334,0.39591,20.4284,0.98143,1,0.72531,0.40105,19.44976,0.98051,1,0,0,10
s20,fruit.bmp,1,119,1953.84,1.95384,57095985115,492.99456,149.07648,0.48144,0.19411,1.72403,0.2298,7,1,0.44237,0.08731,1,0.77734,0.34505,0,,0.33315,0.39619,20.46342,0.98143,1,0.72544,0.40096,18.87738,0.98051,1,0,0,10
s20,fruit.bmp,1,123,2019.74,2.01974,57096151947,464.85504,94.44096,0.45396,0.12297,1.97026,0.04948,8,1,0.44344,0.14194,1,0.7959,0.35547,0,,0.33482,0.39499,19.87004,0.9902,1,0.72723,0.39963,18.33531,0.98927,1,0,0,10
s20,fruit.bmp,1,124,2036.02,2.03602,57096193148,466.74944,89.10336,0.45581,0.11602,1.97026,0.06576,8,1,0.46319,0.08822,1,0.79688,0.35677,0,,0.33468,0.39474,20.1895,0.99458,1,0.72691,0.39916,18.65419,0.99366,1,0,0,10
s20,fruit.bmp,1,125,2052.54,2.05254,57096234962,468.00896,85.54752,0.45704,0.11139,1.97026,0.08228,8,1,0.46319,0.08822,1,0.79688,0.35677,0,,0.33444,0.39447,20.18611,0.99458,1,0.72676,0.39881,18.61942,0.99366,1,0,0,10
s20,fruit.bmp,1,126,2068.72,2.06872,57096275928,465.99168,85.75488,0.45507,0.11166,1.97026,0.09846,8,1,0.44327,0.11327,1,0.79688,0.35677,0,,0.33288,0.39663,20.18829,0.99458,1,0.72547,0.4018,19.40456,0.99366,1,0,0,10
s20,fruit.bmp,1,127,2085.68,2.08568,57096318859,466.36032,85.07904,0.45543,0.11078,1.97026,0.11542,8,1,0.45795,0.10467,1,0.79688,0.35677,0,,0.33277,0.39868,20.52028,0.99458,1,0.72505,0.40381,19.59165,0.99366,1,0,0,10
s20,fruit.bmp,1,128,2101.74,2.10174,57096359511,466.64704,84.56448,0.45571,0.11011,1.97026,0.13148,8,1,0.45795,0.10467,1,0.79688,0.35677,0,,0.33236,0.39897,20.04839,0.99458,1,0.72503,0.40314,18.41641,0.99366,1,0,0,10
s20,fruit.bmp,1,129,2118.97,2.11897,57096403147,465.90976,86.46144,0.45499,0.11258,1.97026,0.14871,8,1,0.44846,0.1349,1,0.79688,0.35677,0,,0.33262,0.39758,20.16757,0.99458,1,0.72506,0.40165,18.04495,0.98927,1,0,0,10
s20,fruit.bmp,1,130,2134.86,2.13486,57096443355,467.49696,86.73024,0.45654,0.11293,1.97026,0.1646,8,1,0.47203,0.11639,1,0.79688,0.35677,0,,0.33351,0.39503,20.01063,0.9902,1,0.72557,0.40015,18.34638,0.98489,1,0,0,10
s20,fruit.bmp,1,131,2152.36,2.15236,57096487653,468.81792,86.95296,0.45783,0.11322,1.97026,0.1821,8,1,0.47203,0.11639,1,0.79688,0.35677,0,,0.33323,0.39569,20.4789,0.9902,1,0.72568,0.39954,18.06223,0.98489,1,0,0,10
s20,fruit.bmp,1,132,2168.57,2.16857,57096528706,470.34368,106.4448,0.45932,0.1386,1.97026,0.19831,8,1,0.47726,0.44321,1,0.79688,0.35677,0,,0.33591,0.40855,21.85533,0.9902,1,0.72584,0.41291,20.21025,0.98927,1,0,0,10
s20,fruit.bmp,1,133,2184.3,2.1843,57096568516,473.74336,134.2848,0.46264,0.17485,1.97026,0.21404,8,1,0.50578,0.64604,1,0.79785,0.35677,0,,0.33617,0.41534,20.45647,0.99458,1,0.72568,0.42136,20.36235,0.99366,1,0,0,10
s20,fruit.bmp,1,134,2200.45,2.20045,57096609390,476.69248,158.40768,0.46552,0.20626,1.97026,0.23019,8,1,0.50578,0.64604,1,0.79785,0.35677,0,,0.33622,0.41591,20.00508,0.99458,1,0.72568,0.42261,20.14023,0.99366,1,0,0,10
s20,fruit.bmp,1,141,2315.46,2.31546,57096900527,488.61184,528.37632,0.47716,0.68799,2.26644,0.04902,9,1,0.49705,0.70192,1,0.80273,0.36849,0,,0.33357,0.42042,20.61041,0.99458,1,0.72574,0.42574,19.92732,0.99366,1,0,0,10
s20,fruit.bmp,1,142,2331.82,2.33182,57096941943,486.51264,531.51744,0.47511,0.69208,2.26644,0.06538,9,1,0.4669,0.70845,1,0.80273,0.36849,0,,0.33265,0.42067,20.67738,0.99458,1,0.72483,0.42595,20.18492,0.99366,1,0,0,10
s20,fruit.bmp,1,143,2348.12,2.34812,57096983196,485.10976,533.61408,0.47374,0.69481,2.26644,0.08167,9,1,0.4669,0.70845,1,0.80273,0.36849,0,,0.33243,0.42073,20.8132,0.99458,1,0.72457,0.42598,20.13067,0.99366,1,0,0,10
s20,fruit.bmp,1,144,2364.37,2.36437,57097024348,487.81312,530.0736,0.47638,0.6902,2.26644,0.09793,9,1,0.49219,0.66252,1,0.80273,0.36849,0,,0.33205,0.41929,20.28943,0.99458,1,0.72426,0.42493,20.04398,0.98927,1,0,0,10
s20,fruit.bmp,1,145,2381.16,2.38116,57097066838,488.27392,526.68672,0.47683,0.68579,2.26644,0.11472,9,1,0.48003,0.65494,1,0.80273,0.36849,0,,0.33224,0.41914,20.23748,0.9902,1,0.72463,0.42481,20.09163,0.98489,1,0,0,10
s20,fruit.bmp,1,146,2402.93,2.40293,57097121952,488.69376,524.16,0.47724,0.6825,2.26644,0.13649,9,1,0.48047,0.65618,1,0.80273,0.36849,0,,0.33242,0.41907,20.18392,0.98582,1,0.72472,0.42491,20.11793,0.98051,1,0,0,10
s20,fruit.bmp,1,147,2413.95,2.41395,57097149854,489.95328,524.84352,0.47847,0.68339,2.26644,0.14751,9,1,0.48958,0.69145,1,0.80273,0.36849,0,,0.33206,0.41999,21.05375,0.98143,1,0.72427,0.42533,20.36659,0.98051,1,0,0,10
s20,fruit.bmp,1,148,2430.39,2.43039,57097191461,490.02496,523.1232,0.47854,0.68115,2.26644,0.16395,9,1,0.47926,0.65867,1,0.80273,0.36849,0,,0.33144,0.41905,20.32789,0.98143,1,0.7238,0.42468,20.37482,0.98051,1,0,0,10
