Subject_ID,Slide_Image,,CNT,Time,TIME(2016/06/23 14:23:23.325),TIMETICK(f=2531445),FPOGX,FPOGY,Xpos,Ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
p15,fruit.bmp,1,26,426.95,0.42695,15091517864,627.75296,281.664,0.61304,0.36675,0.36135,0.0656,3,1,0.63648,0.3401,1,-0.98926,0.30599,0,,0.35576,0.4776,18.80929,1.05739,1,0.68749,0.46304,20.46684,1.06195,1,0,0,43
p15,fruit.bmp,1,27,443.75,0.44375,15091560390,631.6544,278.83008,0.61685,0.36306,0.36135,0.0824,3,1,0.63592,0.34457,1,-0.84375,0.31771,0,,0.3553,0.4774,19.5052,1.05259,1,0.68682,0.4628,21.17434,1.05202,1,0,0,43
p15,fruit.bmp,1,28,477.09,0.47709,15091644779,622.52032,282.86208,0.60793,0.36831,0.36135,0.11574,3,1,0.55438,0.39985,1,-0.7002,0.32422,0,,0.35295,0.48023,20.22307,1.04266,1,0.68485,0.46329,21.20277,1.04209,1,0,0,43
p15,fruit.bmp,1,29,481.97,0.48197,15091657119,621.29152,277.62432,0.60673,0.36149,0.36135,0.12061,3,1,0.59835,0.3137,1,-0.7002,0.32422,0,,0.35342,0.48222,21.69728,1.03273,1,0.68506,0.46523,21.35034,1.03216,1,0,0,43
p15,fruit.bmp,1,30,492.97,0.49297,15091684967,620.32896,273.81504,0.60579,0.35653,0.36135,0.13161,3,1,0.5983,0.31688,1,-0.4873,0.36849,0,,0.35361,0.48653,18.6413,1.0276,1,0.68529,0.46809,19.69821,1.02703,1,0,0,43
p15,fruit.bmp,1,31,514.95,0.51495,15091740611,616.40704,274.26816,0.60196,0.35712,0.36135,0.15359,3,1,0.56747,0.36248,1,-0.4873,0.36849,0,,0.3538,0.49038,20.16143,1.02247,1,0.68559,0.46913,21.15265,1.0163,1,0,0,43
p15,fruit.bmp,1,32,527.73,0.52773,15091772961,613.9904,276.41856,0.5996,0.35992,0.36135,0.16637,3,1,0.57599,0.38782,1,-0.34473,0.42969,0,,0.3529,0.49106,19.79714,1.01174,1,0.68485,0.46895,21.16469,1.00557,1,0,0,43
p15,fruit.bmp,1,33,542.34,0.54234,15091809942,612.00384,278.64576,0.59766,0.36282,0.36135,0.18098,3,1,0.57626,0.39481,1,-0.34473,0.42969,0,,0.35279,0.49145,19.81641,0.9962,1,0.68448,0.46874,21.16632,0.99516,1,0,0,43
p15,fruit.bmp,1,34,558.98,0.55898,15091852073,613.34528,282.07104,0.59897,0.36728,0.36135,0.19763,3,1,0.61479,0.42078,1,-0.32422,0.44661,0,,0.35193,0.49178,19.93378,0.9858,1,0.68361,0.46888,21.29036,0.99516,1,0,0,43
p15,fruit.bmp,1,35,574.78,0.57478,15091892082,613.40672,283.9296,0.59903,0.3697,0.36135,0.21343,3,1,0.59981,0.40116,1,-0.32422,0.44661,0,,0.35274,0.49317,20.28381,0.99093,1,0.6844,0.47076,21.45509,1.00029,1,0,0,43
p15,fruit.bmp,1,36,591.22,0.59122,15091933683,613.45792,285.34272,0.59908,0.37154,0.36135,0.22987,3,1,0.5997,0.39724,1,-0.32227,0.44922,0,,0.35331,0.49508,18.58011,1.00086,1,0.68499,0.47261,20.78596,1.00509,1,0,0,43
p15,fruit.bmp,1,37,607.88,0.60788,15091975871,615.85408,285.28128,0.60142,0.37146,0.36135,0.24653,3,1,0.6366,0.37023,1,-0.32227,0.44922,0,,0.35738,0.49835,20.27604,1.00566,1,0.68903,0.47745,20.95656,1.00509,1,0,0,43
p15,fruit.bmp,1,38,624.24,0.62424,15092017274,616.74496,286.14912,0.60229,0.37259,0.36135,0.26289,3,1,0.61613,0.39067,1,-0.32227,0.44922,0,,0.35953,0.49839,20.13352,1.00566,1,0.69125,0.47778,20.51001,1.00509,1,0,0,43
p15,fruit.bmp,1,39,641.53,0.64153,15092061058,617.5232,287.03232,0.60305,0.37374,0.36135,0.28018,3,1,0.616,0.39336,1,-0.32227,0.44922,0,,0.36041,0.49886,19.94176,1.00086,1,0.69171,0.47915,21.42196,1.00029,1,0,0,43
p15,fruit.bmp,1,40,657.27,0.65727,15092100878,617.18528,286.28736,0.60272,0.37277,0.36135,0.29591,3,1,0.59676,0.35536,1,-0.32227,0.44922,0,,0.36272,0.49669,19.26084,0.99606,1,0.69392,0.47817,21.34884,1.00029,1,0,0,43
p15,fruit.bmp,1,41,673.29,0.67329,15092141443,616.00768,285.41184,0.60157,0.37163,0.36135,0.31194,3,1,0.57966,0.34981,1,-0.32227,0.44922,0,,0.36443,0.49579,19.20252,0.99093,1,0.69557,0.478,20.23382,0.99516,1,0,0,43
p15,fruit.bmp,1,42,690.06,0.69006,15092183888,614.94272,284.55168,0.60053,0.37051,0.36135,0.3287,3,1,0.57983,0.34823,1,-0.32227,0.44922,0,,0.36516,0.49558,19.11621,0.9906,1,0.69597,0.48021,19.16012,0.99996,1,0,0,43
p15,fruit.bmp,1,43,706.54,0.70654,15092225628,614.4,282.9696,0.6,0.36845,0.36135,0.34519,3,1,0.58885,0.32513,1,-0.32227,0.44922,0,,0.37165,0.49754,20.12649,0.9954,1,0.70241,0.48429,19.42813,0.99996,1,0,0,43
p15,fruit.bmp,1,44,722.85,0.72285,15092266896,612.15744,281.03424,0.59781,0.36593,0.36135,0.3615,3,1,0.54973,0.31058,1,-0.32227,0.44922,0,,0.3753,0.49832,19.86687,1.00053,1,0.70489,0.48561,19.37631,1.00509,1,0,0,43
p15,fruit.bmp,1,45,739.47,0.73947,15092308972,610.0992,279.22176,0.5958,0.36357,0.36135,0.37812,3,1,0.54946,0.30924,1,-0.32227,0.44922,0,,0.37718,0.50084,19.26534,1.00566,1,0.70753,0.48979,20.09467,1.00509,1,0,0,43
p15,fruit.bmp,1,46,755.42,0.75542,15092349359,609.13664,278.17728,0.59486,0.36221,0.36135,0.39407,3,1,0.57227,0.32946,1,-0.32227,0.44922,0,,0.38255,0.49976,19.10918,1.00566,1,0.71212,0.49119,20.73384,1.00989,1,0,0,43
p15,fruit.bmp,1,47,773.08,0.77308,15092394074,611.04128,278.45376,0.59672,0.36257,0.36135,0.41173,3,1,0.64329,0.3718,1,-0.32227,0.44922,0,,0.38578,0.49724,18.2066,1.01046,1,0.71487,0.49157,20.15125,1.0147,1,0,0,43
p15,fruit.bmp,1,48,792.66,0.79266,15092443625,612.82304,278.6688,0.59846,0.36285,0.36135,0.43131,3,1,0.64359,0.37014,1,-0.32227,0.44922,0,,0.38626,0.49653,19.59324,1.01046,1,0.71594,0.49196,20.09619,1.01982,1,0,0,43
p15,fruit.bmp,1,49,804.88,0.80488,15092474557,614.38976,276.96384,0.59999,0.36063,0.36135,0.44353,3,1,0.64138,0.30065,1,-0.32227,0.44922,0,,0.39142,0.49499,18.88685,1.01559,1,0.72005,0.49385,20.23702,1.02015,1,0,0,43
p15,fruit.bmp,1,50,821.95,0.82195,15092517771,617.7792,277.43232,0.6033,0.36124,0.36135,0.4606,3,1,0.69595,0.37837,1,-0.32227,0.44922,0,,0.39492,0.49536,19.43305,1.01079,1,0.72334,0.49655,19.71264,1.01535,1,0,0,43
p15,fruit.bmp,1,51,838.58,0.83858,15092559868,620.94336,277.87776,0.60639,0.36182,0.36135,0.47723,3,1,0.69595,0.37837,1,-0.32227,0.44922,0,,0.39571,0.49648,18.76504,1.01079,1,0.72436,0.49862,19.09239,1.01535,1,0,0,43
p15,fruit.bmp,1,52,854.26,0.85426,15092599557,622.14144,277.8624,0.60756,0.3618,0.36135,0.4929,3,1,0.64262,0.36128,1,-0.32227,0.44922,0,,0.40148,0.49678,19.23366,1.01079,1,0.72991,0.50098,19.21235,1.01535,1,0,0,43
p15,fruit.bmp,1,53,871.5,0.8715,15092643193,624.09728,277.03296,0.60947,0.36072,0.36135,0.51014,3,1,0.66876,0.32733,1,-0.32227,0.44922,0,,0.40312,0.4952,18.28226,1.01592,1,0.73114,0.50067,19.22059,1.02048,1,0,0,43
p15,fruit.bmp,1,57,936.49,0.93649,15092807733,646.44096,253.62432,0.63129,0.33024,0.88711,0.04939,4,1,0.62803,0.32322,1,-0.23633,0.42708,0,,0.40775,0.49083,18.70657,1.04138,1,0.73481,0.50117,18.56503,1.05673,1,0,0,43
p15,fruit.bmp,1,58,953.04,0.95304,15092849611,654.00832,256.1664,0.63868,0.33355,0.88711,0.06593,4,1,0.66825,0.3468,1,-0.23633,0.42708,0,,0.41164,0.494,19.55691,1.05777,1,0.73869,0.50507,19.01255,1.06831,1,0,0,43
p15,fruit.bmp,1,59,969.11,0.96911,15092890291,655.68768,247.39584,0.64032,0.32213,0.88711,0.082,4,1,0.64852,0.26505,1,-0.05078,0.40104,0,,0.41293,0.49531,19.56504,1.06936,1,0.74001,0.5064,18.91735,1.0799,1,0,0,43
p15,fruit.bmp,1,60,985.98,0.98598,15092933011,656.97792,240.32256,0.64158,0.31292,0.88711,0.09887,4,1,0.64915,0.25764,1,-0.05078,0.40104,0,,0.41355,0.49672,19.16845,1.08094,1,0.74032,0.50929,18.53489,1.09148,1,0,0,43
p15,fruit.bmp,1,61,1002.04,1.00204,15092973651,653.83424,239.50848,0.63851,0.31186,0.88711,0.11493,4,1,0.61701,0.30444,1,0.03809,0.39193,0,,0.41316,0.49705,18.73601,1.09253,1,0.74007,0.5107,19.21853,1.10307,1,0,0,43
p15,fruit.bmp,1,62,1018.45,1.01845,15093015210,651.04896,241.67424,0.63579,0.31468,0.88711,0.13134,4,1,0.614,0.33725,1,0.03809,0.39193,0,,0.41213,0.49711,18.83524,1.10411,1,0.73901,0.51079,19.68493,1.11466,1,0,0,43
p15,fruit.bmp,1,63,1034.64,1.03464,15093056180,648.78592,243.1872,0.63358,0.31665,0.88711,0.14753,4,1,0.61373,0.33437,1,0.13086,0.38932,0,,0.41179,0.49761,18.41693,1.1157,1,0.73872,0.51263,17.94062,1.11513,1,0,0,43
p15,fruit.bmp,1,64,1051.16,1.05116,15093098016,650.88512,243.58656,0.63563,0.31717,0.88711,0.16405,4,1,0.65609,0.32236,1,0.13086,0.38932,0,,0.41043,0.50066,19.15967,1.11617,1,0.73739,0.51614,19.30581,1.11,1,0,0,43
p15,fruit.bmp,1,65,1067.86,1.06786,15093140289,653.21984,242.71872,0.63791,0.31604,0.88711,0.18076,4,1,0.66297,0.30368,1,0.1582,0.39323,0,,0.40982,0.50171,20.12351,1.10506,1,0.73707,0.51755,20.31028,1.09889,1,0,0,43
p15,fruit.bmp,1,66,1084.42,1.08442,15093182209,655.104,242.5728,0.63975,0.31585,0.88711,0.19732,4,1,0.66184,0.31353,1,0.16699,0.39323,0,,0.40937,0.50491,18.90043,1.08835,1,0.73714,0.51983,17.85559,1.08218,1,0,0,43
p15,fruit.bmp,1,67,1100.54,1.10054,15093222998,653.53728,243.24096,0.63822,0.31672,0.88711,0.21343,4,1,0.61838,0.32798,1,0.16699,0.39323,0,,0.4064,0.50515,18.80808,1.07164,1,0.73425,0.51948,19.30803,1.06546,1,0,0,43
p15,fruit.bmp,1,68,1117.14,1.11714,15093265028,655.23712,243.01824,0.63988,0.31643,0.88711,0.23003,4,1,0.66302,0.31244,1,0.16699,0.39323,0,,0.40313,0.50381,17.49684,1.05492,1,0.7315,0.51835,16.70697,1.04875,1,0,0,43
p15,fruit.bmp,1,69,1133.52,1.13352,15093306502,656.71168,242.96448,0.64132,0.31636,0.88711,0.24641,4,1,0.66303,0.31525,1,0.16699,0.39323,0,,0.40227,0.50083,19.28919,1.04381,1,0.73046,0.51469,19.45221,1.04875,1,0,0,43
p15,fruit.bmp,1,70,1150.18,1.15018,15093348668,658.85184,246.26688,0.64341,0.32066,0.88711,0.26307,4,1,0.67677,0.3894,1,0.16699,0.39323,0,,0.39752,0.4981,16.95752,1.04381,1,0.72608,0.51174,16.60634,1.04875,1,0,0,43
p15,fruit.bmp,1,71,1166.54,1.16654,15093390068,658.85184,246.26688,0.64341,0.32066,0.88711,0.27943,4,1,0.67677,0.3894,0,0.16699,0.39323,0,,0.39752,0.4981,16.95752,1.05492,0,0.72608,0.51174,16.60634,1.05986,0,0,0,43
p15,fruit.bmp,1,72,1182.76,1.18276,15093431132,658.85184,246.26688,0.64341,0.32066,0.88711,0.29565,4,1,0.67677,0.3894,0,0.16699,0.39323,0,,0.39752,0.4981,16.95752,1.06603,0,0.72608,0.51174,16.60634,1.07097,0,0,0,43
p15,fruit.bmp,1,73,1199.36,1.19936,15093473158,658.85184,246.26688,0.64341,0.32066,0.88711,0.31225,4,1,0.67677,0.3894,0,0.16699,0.39323,0,,0.39752,0.4981,16.95752,1.07714,0,0.72608,0.51174,16.60634,1.08768,0,897,0,43
p15,fruit.bmp,1,92,1511.29,1.51129,15094262793,469.88288,250.2912,0.45887,0.3259,1.4622,0.04908,5,1,0.45043,0.31025,1,0.22656,0.39844,0,,0.39193,0.51243,17.54293,1.06375,1,0.72088,0.51189,19.45494,1.06271,1,0,0,44
p15,fruit.bmp,1,93,1527.94,1.52794,15094304953,468.45952,248.96256,0.45748,0.32417,1.4622,0.06574,5,1,0.45188,0.31726,1,0.22656,0.39844,0,,0.39262,0.51326,16.7999,1.05217,1,0.72236,0.51516,17.37135,1.05112,1,0,0,44
p15,fruit.bmp,1,94,1544.52,1.54452,15094346913,462.1312,252.49536,0.4513,0.32877,1.4622,0.08231,5,1,0.42044,0.35176,1,0.2168,0.40104,0,,0.39709,0.51419,17.84326,1.04058,1,0.72594,0.5157,19.9459,1.04514,1,0,0,44
p15,fruit.bmp,1,95,1560.78,1.56078,15094388077,465.02912,252.41088,0.45413,0.32866,1.4622,0.09858,5,1,0.4711,0.32798,1,0.2168,0.40104,0,,0.39829,0.51417,17.61925,1.04058,1,0.72684,0.51617,19.8707,1.04514,1,0,0,44
p15,fruit.bmp,1,96,1584.61,1.58461,15094448413,467.0976,251.8272,0.45615,0.3279,1.4622,0.12241,5,1,0.47025,0.32262,1,0.2168,0.40104,0,,0.39867,0.51405,17.75933,1.04618,1,0.72755,0.51695,19.09926,1.05673,1,0,0,44
p15,fruit.bmp,1,97,1594.28,1.59428,15094472876,478.93504,251.68128,0.46771,0.32771,1.4622,0.13207,5,1,0.56026,0.32615,1,0.20508,0.40495,0,,0.40162,0.51308,17.6418,1.05777,1,0.7306,0.51738,18.74703,1.06831,1,0,0,44
p15,fruit.bmp,1,98,1613.31,1.61331,15094521043,495.98464,251.23584,0.48436,0.32713,1.4622,0.1511,5,1,0.63421,0.32188,1,0.19238,0.40755,0,,0.40361,0.51357,18.13158,1.06936,1,0.73249,0.51721,19.22974,1.0799,1,0,0,44
p15,fruit.bmp,1,99,1626.88,1.62688,15094555399,509.93152,250.76736,0.49798,0.32652,1.4622,0.16467,5,1,0.63415,0.32048,1,0.19238,0.40755,0,,0.40438,0.51426,18.08739,1.07534,1,0.73326,0.51909,19.01888,1.0799,1,0,0,44
p15,fruit.bmp,1,100,1642.59,1.64259,15094595192,520.31488,251.20512,0.50812,0.32709,1.4622,0.18039,5,1,0.61971,0.33332,1,0.19141,0.40755,0,,0.40678,0.51653,19.20153,1.07534,1,0.73544,0.52131,19.48203,1.0799,1,0,0,44
p15,fruit.bmp,1,101,1659.36,1.65936,15094637620,529.19296,251.78112,0.51679,0.32784,1.4622,0.19715,5,1,0.62084,0.33681,1,0.19141,0.40755,0,,0.40726,0.51756,19.37992,1.07534,1,0.73643,0.52251,19.31879,1.0799,1,0,0,44
p15,fruit.bmp,1,102,1676.95,1.67695,15094682144,536.79104,252.3648,0.52421,0.3286,1.4622,0.21474,5,1,0.62064,0.33846,1,0.19141,0.40755,0,,0.4078,0.51854,19.18514,1.07534,1,0.73713,0.52368,19.05665,1.07477,1,0,0,44
p15,fruit.bmp,1,103,1691.96,1.69196,15094720154,540.59008,255.52896,0.52792,0.33272,1.4622,0.22976,5,1,0.57987,0.39048,1,0.19141,0.40755,0,,0.40735,0.51853,18.37033,1.07021,1,0.73668,0.52378,18.15452,1.06404,1,0,0,44
p15,fruit.bmp,1,107,1757.95,1.75795,15094887218,627.49696,283.33824,0.61279,0.36893,1.70857,0.04938,6,1,0.66583,0.37195,1,0.19141,0.40755,0,,0.40693,0.51985,19.79244,1.01079,1,0.73737,0.52505,19.48883,1.01535,1,0,0,44
p15,fruit.bmp,1,108,1775.03,1.77503,15094930441,638.35136,283.79904,0.62339,0.36953,1.70857,0.06646,6,1,0.66583,0.37195,1,0.19141,0.40755,0,,0.40708,0.52134,18.8067,1.01079,1,0.73781,0.52488,20.92269,1.01535,1,0,0,44
p15,fruit.bmp,1,109,1791.45,1.79145,15094972003,634.01984,286.52544,0.61916,0.37308,1.70857,0.08287,6,1,0.59801,0.39079,1,0.19141,0.40755,0,,0.40712,0.51992,18.51978,1.01079,1,0.73818,0.52521,19.03279,1.01535,1,0,0,44
p15,fruit.bmp,1,110,1807.05,1.80705,15095011500,638.3616,288.17664,0.6234,0.37523,1.70857,0.09848,6,1,0.64879,0.38814,1,0.19141,0.40755,0,,0.40649,0.51838,17.81013,1.01592,1,0.73716,0.52405,18.36067,1.02048,1,0,0,44
p15,fruit.bmp,1,111,1823.42,1.82342,15095052942,641.73056,288.64512,0.62669,0.37584,1.70857,0.11485,6,1,0.64972,0.38009,1,0.19141,0.40755,0,,0.40602,0.51586,19.3404,1.02665,1,0.73703,0.52212,19.69038,1.03719,1,0,0,44
p15,fruit.bmp,1,112,1839.9,1.8399,15095094662,636.53888,292.8,0.62162,0.38125,1.70857,0.13133,6,1,0.58108,0.42456,1,0.19141,0.40755,0,,0.40519,0.51423,18.29233,1.04336,1,0.73685,0.52046,19.3316,1.05871,1,0,0,44
p15,fruit.bmp,1,113,1856.42,1.85642,15095136475,636.96896,293.0688,0.62204,0.3816,1.70857,0.14785,6,1,0.62583,0.3848,1,0.19141,0.40755,0,,0.40646,0.51426,18.15964,1.05975,1,0.73795,0.52122,18.80911,1.07509,1,0,0,44
p15,fruit.bmp,1,114,1872.65,1.87265,15095177558,637.32736,293.02272,0.62239,0.38154,1.70857,0.16407,6,1,0.62594,0.38094,1,0.19141,0.40755,0,,0.40667,0.51438,18.53201,1.07054,1,0.7386,0.51975,20.69897,1.0799,1,0,0,44
p15,fruit.bmp,1,115,1889.19,1.88919,15095219438,642.73408,294.31296,0.62767,0.38322,1.70857,0.18062,6,1,0.68566,0.40168,1,0.19141,0.40755,0,,0.4078,0.51489,19.08603,1.07534,1,0.73973,0.5212,20.68227,1.0799,1,0,0,44
p15,fruit.bmp,1,116,1908.78,1.90878,15095269025,648.9088,293.96736,0.6337,0.38277,1.70857,0.20021,6,1,0.70612,0.37734,1,0.19141,0.40755,0,,0.40775,0.51442,19.01237,1.07534,1,0.73956,0.52067,20.35159,1.0799,1,0,0,44
p15,fruit.bmp,1,117,1921.94,1.92194,15095302331,654.16192,293.75232,0.63883,0.38249,1.70857,0.21336,6,1,0.70555,0.37884,1,0.19141,0.40755,0,,0.40764,0.51349,19.05278,1.07534,1,0.73994,0.52094,19.01569,1.07477,1,0,0,44
p15,fruit.bmp,1,118,1939.28,1.93928,15095346230,654.76608,294.0288,0.63942,0.38285,1.70857,0.23071,6,1,0.6476,0.38793,1,0.19141,0.40755,0,,0.40525,0.51307,18.13045,1.07021,1,0.7376,0.5188,20.657,1.06404,1,0,0,44
p15,fruit.bmp,1,119,1954.97,1.95497,15095385950,660.11136,295.40352,0.64464,0.38464,1.70857,0.2464,6,1,0.72297,0.41149,1,0.19141,0.40755,0,,0.4054,0.51327,17.82028,1.0535,1,0.73692,0.51863,20.34912,1.04732,1,0,0,44
p15,fruit.bmp,1,120,1971.06,1.97106,15095426679,664.70912,297.00864,0.64913,0.38673,1.70857,0.26249,6,1,0.7209,0.42008,1,0.19141,0.40755,0,,0.40484,0.51291,18.73393,1.03678,1,0.73647,0.52019,18.59881,1.03061,1,0,0,44
p15,fruit.bmp,1,121,1988.06,1.98806,15095469722,665.22112,297.99168,0.64963,0.38801,1.70857,0.27949,6,1,0.65815,0.40986,1,0.19141,0.40755,0,,0.40448,0.51549,19.06334,1.02007,1,0.73653,0.52169,19.51855,1.0195,1,0,0,44
p15,fruit.bmp,1,122,2003.89,2.00389,15095509783,665.46688,299.52,0.64987,0.39,1.70857,0.29531,6,1,0.65416,0.42586,1,0.19141,0.40755,0,,0.4042,0.51583,20.18488,1.01494,1,0.73596,0.52155,20.63565,1.01437,1,0,0,44
p15,fruit.bmp,1,123,2020.96,2.02096,15095552993,665.6512,301.0944,0.65005,0.39205,1.70857,0.31239,6,1,0.65354,0.43101,1,0.19141,0.40755,0,,0.40388,0.51807,18.77744,1.00501,1,0.73605,0.52367,18.97906,1.00444,1,0,0,44
p15,fruit.bmp,1,124,2037.37,2.03737,15095594530,667.87328,301.63968,0.65222,0.39276,1.70857,0.32879,6,1,0.69571,0.40679,1,0.19141,0.40755,0,,0.40206,0.51798,18.58774,0.99508,1,0.73396,0.5227,19.37937,0.99451,1,0,0,44
p15,fruit.bmp,1,128,2103.07,2.10307,15095760865,703.37536,322.42176,0.68689,0.41982,2.07546,0.02761,7,1,0.67444,0.42239,1,0.19141,0.40755,0,,0.39939,0.51918,18.93505,1.00053,1,0.73116,0.52099,20.60321,1.00509,1,0,0,44
p15,fruit.bmp,1,129,2119.18,2.11918,15095801650,700.83584,322.64448,0.68441,0.42011,2.07546,0.04372,7,1,0.67451,0.42125,1,0.19141,0.40755,0,,0.39966,0.52024,18.62339,1.00566,1,0.73117,0.52354,18.08436,1.00509,1,0,0,44
p15,fruit.bmp,1,130,2135.97,2.13597,15095844143,700.3136,324.14976,0.6839,0.42207,2.07546,0.06051,7,1,0.68132,0.43189,1,0.19141,0.40755,0,,0.39842,0.52043,18.38824,1.00566,1,0.7297,0.52279,18.02495,1.00989,1,0,0,44
p15,fruit.bmp,1,131,2151.86,2.15186,15095884362,701.72672,318.53568,0.68528,0.41476,2.07546,0.0764,7,1,0.69355,0.37088,1,0.19141,0.40755,0,,0.39739,0.51985,18.10444,1.01046,1,0.72888,0.52071,19.65055,1.0147,1,0,0,44
p15,fruit.bmp,1,132,2168.32,2.16832,15095926027,702.89408,313.89696,0.68642,0.40872,2.07546,0.09286,7,1,0.69447,0.36648,1,0.19141,0.40755,0,,0.397,0.51899,18.92791,1.01527,1,0.72848,0.52084,18.93015,1.02463,1,0,0,44
p15,fruit.bmp,1,133,2185.25,2.18525,15095968884,702.7712,315.96288,0.6863,0.41141,2.07546,0.10979,7,1,0.68533,0.43289,1,0.19141,0.40755,0,,0.39577,0.51873,18.01242,1.0252,1,0.7272,0.5191,19.69143,1.02975,1,0,0,44
p15,fruit.bmp,1,134,2201.95,2.20195,15096011170,705.11616,314.48832,0.68859,0.40949,2.07546,0.12649,7,1,0.70914,0.39223,1,0.19141,0.40755,0,,0.3959,0.51899,17.93875,1.0252,1,0.72731,0.52033,18.41247,1.02975,1,0,0,44
p15,fruit.bmp,1,135,2218.85,2.21885,15096053956,707.0208,313.28256,0.69045,0.40792,2.07546,0.14339,7,1,0.70914,0.39223,1,0.19141,0.40755,0,,0.3959,0.51956,17.85653,1.0252,1,0.72734,0.51959,19.87909,1.02975,1,0,0,44
p15,fruit.bmp,1,136,2234.56,2.23456,15096093700,701.7472,306.23232,0.6853,0.39874,2.07546,0.1591,7,1,0.62866,0.29772,1,0.19141,0.40755,0,,0.39617,0.52054,17.13785,1.0252,1,0.72776,0.5192,18.37581,1.02975,1,0,0,44
p15,fruit.bmp,1,137,2250.84,2.25084,15096134934,696.59648,277.70112,0.68027,0.36159,2.07546,0.17538,7,1,0.61991,-0.08423,1,0.19141,0.40755,0,,0.39627,0.51428,11.70948,1.03032,1,0.72776,0.5192,18.37581,1.03488,0,0,0,44
p15,fruit.bmp,1,138,2266.85,2.26685,15096175444,696.59648,277.70112,0.68027,0.36159,2.07546,0.19139,7,1,0.61991,-0.08423,0,0.19141,0.40755,0,,0.39627,0.51428,11.70948,1.03545,0,0.72776,0.5192,18.37581,1.04001,0,0,0,44
p15,fruit.bmp,1,139,2285.97,2.28597,15096223869,696.59648,277.70112,0.68027,0.36159,2.07546,0.21051,7,1,0.61991,-0.08423,0,0.19141,0.40755,0,,0.39627,0.51428,11.70948,1.04058,0,0.72776,0.5192,18.37581,1.04514,0,0,0,44
p15,fruit.bmp,1,140,2310.35,2.31035,15096285571,696.59648,277.70112,0.68027,0.36159,2.07546,0.23489,7,1,0.61991,-0.08423,0,0.19141,0.40755,0,,0.39627,0.51428,11.70948,1.04058,0,0.72776,0.5192,18.37581,1.04514,0,898,0,44
