Subject_ID,Slide_Image,Event,CNT,Time,Time,TIME(2016/06/16 11:19:15.470),TIMETICK(f=2531396),FPOGX,FPOGY,Xpos,Ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
s14,fruit.bmp,1,13,213.62,213.62,0.21362,20033061108,404.70528,82.32192,0.39522,0.10719,0,0.21363,1,1,0.44303,0.1761,1,-0.99902,0.23177,0,,0.22017,0.44705,16.56913,0.98735,1,0.57575,0.4426,17.1188,0.9847,1,0,0,17
s14,fruit.bmp,1,17,279.18,279.18,0.27918,20033227057,431.98464,91.05408,0.42186,0.11856,0.22974,0.04945,2,1,0.4218,0.10555,1,-0.98438,0.23958,0,,0.2217,0.44684,16.88225,0.99172,1,0.57717,0.44267,17.10863,0.99363,1,0,0,17
s14,fruit.bmp,1,18,295.59,295.59,0.29559,20033268583,442.7264,86.87616,0.43235,0.11312,0.22974,0.06585,2,1,0.47432,0.09134,1,-0.98438,0.23958,0,,0.22192,0.44674,16.88599,0.99627,1,0.57733,0.44252,17.0593,0.99818,1,0,0,17
s14,fruit.bmp,1,19,312.1,312.1,0.3121,20033310383,449.8944,84.08832,0.43935,0.10949,0.22974,0.08236,2,1,0.47432,0.09134,1,-0.86426,0.27474,0,,0.2221,0.44644,16.57863,0.99627,1,0.57792,0.44256,16.95093,0.99818,1,0,0,17
s14,fruit.bmp,1,20,329.31,329.31,0.32931,20033353947,449.57696,90.76224,0.43904,0.11818,0.22974,0.09957,2,1,0.43724,0.17036,1,-0.86426,0.27474,0,,0.22305,0.44665,16.93664,0.99627,1,0.57859,0.44278,16.89682,0.99363,1,0,0,17
s14,fruit.bmp,1,21,345.11,345.11,0.34511,20033393937,455.63904,95.5392,0.44496,0.1244,0.22974,0.11537,2,1,0.48637,0.16791,1,-0.75391,0.28906,0,,0.22336,0.44675,17.0387,0.99172,1,0.57881,0.44249,16.5758,0.98908,1,0,0,17
s14,fruit.bmp,1,22,361.63,361.63,0.36163,20033435754,460.36992,99.7248,0.44958,0.12985,0.22974,0.13189,2,1,0.48658,0.17343,1,-0.75391,0.28906,0,,0.22328,0.44663,16.68686,0.98717,1,0.5793,0.44299,16.69549,0.98453,1,0,0,17
s14,fruit.bmp,1,23,377.57,377.57,0.37757,20033476120,462.42816,97.41312,0.45159,0.12684,0.22974,0.14783,2,1,0.46969,0.09974,1,-0.59473,0.30339,0,,0.22478,0.447,16.51775,0.98262,1,0.58023,0.44315,16.26884,0.97998,1,0,0,17
s14,fruit.bmp,1,24,394.59,394.59,0.39459,20033519199,468.67456,94.67136,0.45769,0.12327,0.22974,0.16486,2,1,0.51865,0.0876,1,-0.59473,0.30339,0,,0.22611,0.44731,16.41225,0.97807,1,0.5811,0.44338,16.20819,0.97543,1,0,0,17
s14,fruit.bmp,1,25,410.58,410.58,0.41058,20033559683,473.87648,92.3904,0.46277,0.1203,0.22974,0.18085,2,1,0.51865,0.0876,1,-0.48047,0.33464,0,,0.22681,0.44669,16.36764,0.97807,1,0.5823,0.44353,16.14843,0.97543,1,0,0,17
s14,fruit.bmp,1,26,427.41,427.41,0.42741,20033602274,474.95168,92.02944,0.46382,0.11983,0.22974,0.19767,2,1,0.47635,0.11421,1,-0.48047,0.33464,0,,0.22705,0.44669,16.15498,0.97807,1,0.58276,0.44355,16.35269,0.97998,1,0,0,17
s14,fruit.bmp,1,27,443.59,443.59,0.44359,20033643230,475.78112,92.48256,0.46463,0.12042,0.22974,0.21385,2,1,0.47524,0.12809,1,-0.43652,0.35026,0,,0.22744,0.44601,15.90266,0.98262,1,0.58293,0.44357,16.24798,0.98453,1,0,0,17
s14,fruit.bmp,1,28,460.04,460.04,0.46004,20033684878,476.50816,92.87424,0.46534,0.12093,0.22974,0.2303,2,1,0.47524,0.12809,1,-0.43652,0.35026,0,,0.2274,0.4462,15.6691,0.98262,1,0.58317,0.44338,16.42568,0.98453,1,0,0,17
s14,fruit.bmp,1,29,476.14,476.14,0.47614,20033725620,478.90432,93.98784,0.46768,0.12238,0.22974,0.2464,2,1,0.50279,0.14408,1,-0.41602,0.35286,0,,0.22746,0.44606,15.9874,0.98262,1,0.58324,0.44316,16.27752,0.98453,1,0,0,17
s14,fruit.bmp,1,30,493.53,493.53,0.49353,20033769659,481.01376,94.57152,0.46974,0.12314,0.22974,0.26379,2,1,0.50278,0.13536,1,-0.41602,0.35286,0,,0.22766,0.44597,16.09808,0.98262,1,0.58324,0.44316,16.27752,0.98453,1,0,0,17
s14,fruit.bmp,1,31,511.58,511.58,0.51158,20033815358,482.88768,94.97088,0.47157,0.12366,0.22974,0.28185,2,1,0.50263,0.13248,1,-0.41602,0.35156,0,,0.22777,0.44568,16.13088,0.98717,1,0.58353,0.44343,16.40028,0.9847,1,0,0,17
s14,fruit.bmp,1,32,525.75,525.75,0.52575,20033851218,485.62176,94.05696,0.47424,0.12247,0.22974,0.29601,2,1,0.52227,0.1011,1,-0.41602,0.35156,0,,0.22775,0.44562,16.07332,0.98735,1,0.58371,0.44352,16.15737,0.98033,1,0,0,17
s14,fruit.bmp,1,33,543.08,543.08,0.54308,20033895099,487.60832,93.49632,0.47618,0.12174,0.22974,0.31335,2,1,0.51302,0.10774,1,-0.41602,0.35156,0,,0.22775,0.44554,16.16718,0.98297,1,0.58366,0.44364,16.23981,0.97596,1,0,0,17
s14,fruit.bmp,1,34,558.35,558.35,0.55835,20033933749,489.41056,93.0816,0.47794,0.1212,0.22974,0.32861,2,1,0.51315,0.11044,1,-0.41602,0.35156,0,,0.22781,0.44559,16.13747,0.9786,1,0.58381,0.44373,16.24097,0.97596,1,0,0,17
s14,fruit.bmp,1,35,575.21,575.21,0.57521,20033976420,492.05248,91.92192,0.48052,0.11969,0.22974,0.34547,2,1,0.53478,0.08804,1,-0.41602,0.35156,0,,0.22781,0.44579,15.94345,0.9786,1,0.58386,0.44381,16.12731,0.98051,1,0,0,17
s14,fruit.bmp,1,36,591.18,591.18,0.59118,20034016852,494.34624,90.79296,0.48276,0.11822,0.22974,0.36144,2,1,0.53206,0.08592,1,-0.41602,0.35156,0,,0.22775,0.44576,15.99107,0.98315,1,0.58383,0.44384,16.1143,0.98506,1,0,0,17
s14,fruit.bmp,1,37,607.99,607.99,0.60799,20034059404,496.45568,89.57184,0.48482,0.11663,0.22974,0.37826,2,1,0.53206,0.07997,1,-0.41602,0.35156,0,,0.22764,0.4459,15.96548,0.9877,1,0.58382,0.44398,16.31455,0.98961,1,0,0,17
s14,fruit.bmp,1,38,624,624,0.624,20034099939,496.4864,89.6256,0.48485,0.1167,0.22974,0.39426,2,1,0.4857,0.11845,1,-0.41602,0.35156,0,,0.22739,0.44615,15.88998,0.99225,1,0.58363,0.44413,16.14964,0.98961,1,0,0,17
s14,fruit.bmp,1,39,640.82,640.82,0.64082,20034142519,495.49312,90.30144,0.48388,0.11758,0.22974,0.41109,2,1,0.45955,0.13965,1,-0.41602,0.35156,0,,0.22734,0.44639,16.84521,0.99663,1,0.58345,0.44416,16.10409,0.99398,1,0,0,17
s14,fruit.bmp,1,40,656.96,656.96,0.65696,20034183356,494.56128,90.7776,0.48297,0.1182,0.22974,0.42722,2,1,0.45922,0.13425,1,-0.41602,0.35156,0,,0.22711,0.44636,16.72084,1.001,1,0.58317,0.44416,15.95219,0.99835,1,0,0,17
s14,fruit.bmp,1,41,674.27,674.27,0.67427,20034227183,496.19968,89.57184,0.48457,0.11663,0.22974,0.44453,2,1,0.52794,0.07412,1,-0.41602,0.35156,0,,0.22658,0.44699,16.60292,1.00537,1,0.58282,0.44401,15.84493,1.00273,1,0,0,17
s14,fruit.bmp,1,45,740.41,740.41,0.74041,20034394608,553.17504,51.8784,0.54021,0.06755,0.69011,0.0503,3,1,0.53925,0.04307,1,-0.41602,0.35156,0,,0.22674,0.44683,16.48637,1.02112,1,0.58297,0.44387,16.07649,1.01848,1,0,0,17
s14,fruit.bmp,1,46,755.83,755.83,0.75583,20034433649,552.94976,48.54528,0.53999,0.06321,0.69011,0.06572,3,1,0.53911,0.04586,1,-0.25488,0.37891,0,,0.22646,0.44684,16.96949,1.02112,1,0.58281,0.44391,16.00672,1.0141,1,0,0,17
s14,fruit.bmp,1,47,773.73,773.73,0.77373,20034478949,547.34848,53.19936,0.53452,0.06927,0.69011,0.08362,3,1,0.50714,0.09956,1,-0.02539,0.41536,0,,0.22618,0.44687,16.7408,1.01675,1,0.58249,0.44403,16.32443,1.00973,1,0,0,17
s14,fruit.bmp,1,48,788.48,788.48,0.78848,20034516280,548.58752,54.12864,0.53573,0.07048,0.69011,0.09837,3,1,0.54299,0.07771,1,-0.02539,0.41536,0,,0.22597,0.44677,16.83234,1.01238,1,0.58231,0.44392,16.3636,1.00536,1,0,0,17
s14,fruit.bmp,1,49,805,805,0.805,20034558113,549.50912,55.08864,0.53663,0.07173,0.69011,0.11489,3,1,0.54296,0.08047,1,0.08105,0.44141,0,,0.22587,0.44662,16.97194,1.008,1,0.5822,0.44361,16.36851,1.00536,1,0,0,17
s14,fruit.bmp,1,50,821.88,821.88,0.82188,20034600850,552.57088,55.59552,0.53962,0.07239,0.69011,0.13177,3,1,0.56356,0.07775,1,0.08105,0.44141,0,,0.22539,0.44604,16.35127,1.008,1,0.58191,0.44326,16.69031,1.00011,1,0,0,17
s14,fruit.bmp,1,51,839.78,839.78,0.83978,20034646158,552.94976,56.36352,0.53999,0.07339,0.69011,0.14967,3,1,0.54334,0.08231,1,0.09766,0.44661,0,,0.22511,0.44571,16.73449,1.00275,1,0.58176,0.44291,16.94633,0.99486,1,0,0,17
s14,fruit.bmp,1,52,854.61,854.61,0.85461,20034683713,553.25696,57.8688,0.54029,0.07535,0.69011,0.16451,3,1,0.54322,0.09495,1,0.09766,0.44661,0,,0.22477,0.44509,16.42082,0.99295,1,0.58133,0.44205,16.73823,0.98506,1,0,0,17
s14,fruit.bmp,1,53,870.56,870.56,0.87056,20034724069,541.40928,78.67392,0.52872,0.10244,0.69011,0.18045,3,1,0.40151,0.40043,1,0.09766,0.44661,0,,0.22445,0.44495,16.19067,0.98315,1,0.57701,0.44685,7.43397,0.98051,1,0,0,17
s14,fruit.bmp,1,54,887.32,887.32,0.88732,20034766507,541.40928,78.67392,0.52872,0.10244,0.69011,0.19721,3,1,0.40151,0.40043,0,0.09766,0.44661,0,,0.22445,0.44495,16.19067,0.98297,0,0.58817,0.41667,26.60959,0.98033,1,0,0,17
s14,fruit.bmp,1,55,903.34,903.34,0.90334,20034807034,541.40928,78.67392,0.52872,0.10244,0.69011,0.21323,3,1,0.40151,0.40043,0,0.09766,0.44661,0,,0.22445,0.44495,16.19067,0.9828,0,0.58817,0.41667,26.60959,0.98015,0,0,0,17
s14,fruit.bmp,1,56,920.07,920.07,0.92007,20034849405,541.40928,78.67392,0.52872,0.10244,0.69011,0.22997,3,1,0.40151,0.40043,0,0.09766,0.44661,0,,0.22445,0.44495,16.19067,0.98262,0,0.58817,0.41667,26.60959,0.97998,0,0,0,17
s14,fruit.bmp,1,78,1284.7,1284.7,1.2847,20035772423,383.70304,112.8576,0.37471,0.14695,1.23237,0.05233,4,1,0.36657,0.14547,1,0.13379,0.43229,0,,0.21244,0.44845,17.05107,1.00182,1,0.56937,0.44348,17.56215,1.00422,1,0,0,18
s14,fruit.bmp,1,79,1297.91,1297.91,1.29791,20035805872,381.952,112.57344,0.373,0.14658,1.23237,0.06554,4,1,0.36618,0.14507,1,0.13379,0.43229,0,,0.21248,0.44834,17.29615,1.00686,1,0.56971,0.4434,17.71829,0.99984,1,0,0,18
s14,fruit.bmp,1,80,1314.19,1314.19,1.31419,20035847067,373.84192,107.2896,0.36508,0.1397,1.23237,0.08182,4,1,0.32546,0.10532,1,0.13379,0.43229,0,,0.21337,0.44797,17.31416,1.00249,1,0.57064,0.44283,17.29032,1.00002,1,0,0,18
s14,fruit.bmp,1,81,1330.84,1330.84,1.33084,20035889224,375.71584,106.42176,0.36691,0.13857,1.23237,0.09847,4,1,0.3779,0.13174,1,0.13379,0.43229,0,,0.21392,0.44801,17.74765,1.00267,1,0.57082,0.4429,17.22138,1.0002,1,0,0,18
s14,fruit.bmp,1,82,1347.14,1347.14,1.34714,20035930480,377.09824,105.4848,0.36826,0.13735,1.23237,0.11477,4,1,0.3777,0.12882,1,0.13379,0.43229,0,,0.21391,0.44804,17.82238,1.00284,1,0.57117,0.44304,17.14842,1.00475,1,0,0,18
s14,fruit.bmp,1,83,1363.74,1363.74,1.36374,20035972501,379.24864,104.38656,0.37036,0.13592,1.23237,0.13137,4,1,0.38715,0.12454,1,0.13379,0.43229,0,,0.21519,0.4474,16.51377,1.00739,1,0.57218,0.44282,17.42993,1.00475,1,0,0,18
s14,fruit.bmp,1,84,1380.14,1380.14,1.38014,20036014032,371.0464,103.71072,0.36235,0.13504,1.23237,0.14777,4,1,0.29027,0.12705,1,0.13379,0.43229,0,,0.21569,0.44721,16.93583,1.00234,1,0.57248,0.44303,17.51878,0.9997,1,0,0,18
s14,fruit.bmp,1,85,1396.23,1396.23,1.39623,20036054757,364.55424,103.97952,0.35601,0.13539,1.23237,0.16386,4,1,0.29264,0.13891,1,0.13379,0.43229,0,,0.21584,0.44736,17.06266,0.99275,1,0.5726,0.44269,17.49701,0.9901,1,0,0,18
s14,fruit.bmp,1,86,1413.06,1413.06,1.41306,20036097356,362.86464,105.37728,0.35436,0.13721,1.23237,0.18069,4,1,0.33623,0.1572,1,0.13379,0.43229,0,,0.21695,0.44716,16.51929,0.98315,1,0.57367,0.44288,17.41203,0.98051,1,0,0,18
s14,fruit.bmp,1,87,1430.28,1430.28,1.43028,20036140960,361.10336,106.7136,0.35264,0.13895,1.23237,0.19791,4,1,0.33202,0.15982,1,0.13379,0.43229,0,,0.21731,0.44723,16.69217,0.98297,1,0.57401,0.44303,17.26108,0.98033,1,0,0,18
s14,fruit.bmp,1,88,1445.75,1445.75,1.44575,20036180091,359.59808,107.8656,0.35117,0.14045,1.23237,0.21338,4,1,0.33206,0.16004,1,0.13184,0.43099,0,,0.21764,0.44726,16.70601,0.9828,1,0.5746,0.44291,17.12681,0.98015,1,0,0,18
s14,fruit.bmp,1,89,1462.15,1462.15,1.46215,20036221626,357.44768,108.19584,0.34907,0.14088,1.23237,0.22978,4,1,0.31963,0.14688,1,0.13184,0.43099,0,,0.21913,0.44693,16.86227,0.98262,1,0.57553,0.44318,17.00123,0.97998,1,0,0,18
s14,fruit.bmp,1,90,1478.38,1478.38,1.47838,20036262693,354.79552,109.4784,0.34648,0.14255,1.23237,0.24601,4,1,0.30759,0.16763,1,0.13184,0.43099,0,,0.21954,0.44743,16.57568,0.97807,1,0.57609,0.44333,17.15298,0.97543,1,0,0,18
s14,fruit.bmp,1,91,1494.96,1494.96,1.49496,20036304696,352.45056,110.61504,0.34419,0.14403,1.23237,0.2626,4,1,0.30759,0.16763,1,0.13184,0.43099,0,,0.21964,0.44779,16.88709,0.97807,1,0.57655,0.44329,17.08043,0.97543,1,0,0,18
s14,fruit.bmp,1,92,1511.25,1511.25,1.51125,20036345909,349.26592,111.0144,0.34108,0.14455,1.23237,0.27888,4,1,0.28815,0.15349,1,0.13184,0.43099,0,,0.22087,0.44731,16.51023,0.97807,1,0.57751,0.44357,17.17001,0.97998,1,0,0,18
s14,fruit.bmp,1,93,1532.43,1532.43,1.53243,20036399538,348.34432,111.1296,0.34018,0.1447,1.23237,0.30006,4,1,0.32404,0.14733,1,0.13184,0.43099,0,,0.22151,0.44698,16.86601,0.98262,1,0.57787,0.44341,16.88269,0.98453,1,0,0,18
s14,fruit.bmp,1,94,1544.47,1544.47,1.54447,20036430006,347.53536,111.32928,0.33939,0.14496,1.23237,0.3121,4,1,0.32439,0.15001,1,0.13184,0.43099,0,,0.22174,0.44693,16.83817,0.98262,1,0.57847,0.4434,16.97374,0.98015,1,0,0,18
s14,fruit.bmp,1,95,1560.38,1560.38,1.56038,20036470285,346.4704,110.00064,0.33835,0.14323,1.23237,0.32801,4,1,0.31759,0.10844,1,0.13184,0.43099,0,,0.2225,0.44681,16.63962,0.97825,1,0.5793,0.44344,16.75975,0.97578,1,0,0,18
s14,fruit.bmp,1,96,1576.78,1576.78,1.57678,20036511801,345.53856,109.7856,0.33744,0.14295,1.23237,0.34441,4,1,0.31821,0.13723,1,0.13184,0.43099,0,,0.22363,0.44734,16.72569,0.97387,1,0.58016,0.44394,17.05457,0.9714,1,0,0,18
s14,fruit.bmp,1,97,1593.64,1593.64,1.59364,20036554480,344.66816,109.49376,0.33659,0.14257,1.23237,0.36127,4,1,0.31789,0.13425,1,0.13184,0.43099,0,,0.22397,0.4472,16.50463,0.97405,1,0.58064,0.44433,17.40343,0.97596,1,0,0,18
s14,fruit.bmp,1,98,1609.7,1609.7,1.6097,20036595132,347.38176,110.8992,0.33924,0.1444,1.23237,0.37733,4,1,0.40022,0.18636,1,0.13184,0.43099,0,,0.22502,0.44711,16.43495,0.9786,1,0.58151,0.44482,17.14334,0.97596,1,0,0,18
s14,fruit.bmp,1,99,1626.31,1626.31,1.62631,20036637179,349.65504,111.18336,0.34146,0.14477,1.23237,0.39394,4,1,0.39468,0.1537,1,0.13184,0.43099,0,,0.2253,0.4472,16.59969,0.9786,1,0.58179,0.44477,17.10514,0.97596,1,0,0,18
s14,fruit.bmp,1,100,1643.01,1643.01,1.64301,20036679448,351.77472,111.61344,0.34353,0.14533,1.23237,0.41064,4,1,0.39534,0.15934,1,0.13184,0.43099,0,,0.22533,0.44708,16.66731,0.97405,1,0.58192,0.4447,17.01448,0.9714,1,0,0,18
s14,fruit.bmp,1,101,1658.9,1658.9,1.6589,20036719666,353.024,112.45056,0.34475,0.14642,1.23237,0.42653,4,1,0.37645,0.1748,1,0.13184,0.43099,0,,0.22585,0.4469,16.77759,0.9695,1,0.58213,0.44476,17.39507,0.9714,1,0,0,18
s14,fruit.bmp,1,102,1675.8,1675.8,1.6758,20036762442,354.94912,113.2416,0.34663,0.14745,1.23237,0.44343,4,1,0.39756,0.17528,1,0.13184,0.43099,0,,0.22598,0.44706,16.62989,0.97387,1,0.58213,0.44455,17.17563,0.97578,1,0,0,18
s14,fruit.bmp,1,103,1692.49,1692.49,1.69249,20036804695,356.7104,113.69472,0.34835,0.14804,1.23237,0.46012,4,1,0.3963,0.16437,1,0.13184,0.43099,0,,0.22598,0.44692,16.82249,0.9828,1,0.58248,0.44428,17.04535,0.9847,1,0,0,18
s14,fruit.bmp,1,104,1708.25,1708.25,1.70825,20036844601,358.38976,112.7808,0.34999,0.14685,1.23237,0.47588,4,1,0.39753,0.11228,1,0.13184,0.43099,0,,0.22609,0.44594,16.0821,0.99172,1,0.58249,0.44394,16.76036,0.98908,1,0,0,18
s14,fruit.bmp,1,105,1725.06,1725.06,1.72506,20036887139,359.59808,111.168,0.35117,0.14475,1.23237,0.49269,4,1,0.38676,0.08202,1,0.13184,0.43099,0,,0.22612,0.44586,16.17358,0.99172,1,0.58255,0.4439,16.79747,0.98908,1,0,0,18
s14,fruit.bmp,1,106,1742.21,1742.21,1.74221,20036930567,360.73472,109.66272,0.35228,0.14279,1.23237,0.50984,4,1,0.38676,0.08202,1,0.13184,0.43099,0,,0.22601,0.44574,16.29003,0.99172,1,0.58243,0.4434,16.67322,0.98908,1,0,0,18
s14,fruit.bmp,1,110,1806.95,1806.95,1.80695,20037094459,380.33408,111.71328,0.37142,0.14546,1.75896,0.04799,5,1,0.38012,0.14288,1,0.13184,0.43099,0,,0.22576,0.44546,16.23948,0.99627,1,0.58201,0.44343,16.78508,0.99363,1,0,0,18
s14,fruit.bmp,1,111,1823.63,1823.63,1.82363,20037136680,383.22176,107.0592,0.37424,0.1394,1.75896,0.06467,5,1,0.38553,0.11516,1,0.13184,0.43099,0,,0.22526,0.44595,16.28827,0.99172,1,0.58199,0.44382,17.30402,0.98908,1,0,0,18
s14,fruit.bmp,1,112,1839.87,1839.87,1.83987,20037177784,385.14688,103.95648,0.37612,0.13536,1.75896,0.08091,5,1,0.38553,0.11516,1,0.13184,0.43099,0,,0.22534,0.4459,16.2218,0.99172,1,0.58181,0.44424,17.2697,0.98908,1,0,0,18
s14,fruit.bmp,1,113,1857.03,1857.03,1.85703,20037221227,384.45056,109.25568,0.37544,0.14226,1.75896,0.09807,5,1,0.37136,0.18366,1,0.13184,0.43099,0,,0.22519,0.44674,16.59647,0.99172,1,0.5816,0.44471,17.19619,0.98908,1,0,0,18
s14,fruit.bmp,1,114,1873.21,1873.21,1.87321,20037262172,383.55968,109.44768,0.37457,0.14251,1.75896,0.11424,5,1,0.36843,0.14429,1,0.13184,0.43099,0,,0.22508,0.44688,16.70929,0.99172,1,0.5815,0.4448,17.13637,0.98908,1,0,0,18
s14,fruit.bmp,1,115,1890.21,1890.21,1.89021,20037305205,382.94528,110.08512,0.37397,0.14334,1.75896,0.13124,5,1,0.3692,0.1499,1,0.13184,0.43099,0,,0.22517,0.44701,16.37861,0.98717,1,0.5815,0.4448,17.13637,0.98453,1,0,0,18
s14,fruit.bmp,1,116,1905.4,1905.4,1.9054,20037343653,382.43328,111.11424,0.37347,0.14468,1.75896,0.14643,5,1,0.36901,0.15681,1,0.13184,0.43099,0,,0.22524,0.44721,16.45149,0.98262,1,0.58142,0.44487,17.28895,0.98453,1,0,0,18
s14,fruit.bmp,1,117,1922.31,1922.31,1.92231,20037386458,382.84288,114.76224,0.37387,0.14943,1.75896,0.16335,5,1,0.37786,0.19693,1,0.13184,0.43099,0,,0.22532,0.44725,16.51754,0.98262,1,0.58144,0.44512,17.08113,0.98453,1,0,0,18
s14,fruit.bmp,1,118,1938.72,1938.72,1.93872,20037428007,383.1808,117.80352,0.3742,0.15339,1.75896,0.17976,5,1,0.37786,0.19693,1,0.13184,0.43099,0,,0.22532,0.44725,16.51754,0.98262,1,0.5814,0.44519,17.15028,0.98453,1,0,0,18
s14,fruit.bmp,1,119,1954.96,1954.96,1.95496,20037469111,382.79168,119.76192,0.37382,0.15594,1.75896,0.19599,5,1,0.36919,0.18653,1,0.13184,0.43099,0,,0.22531,0.4472,16.53797,0.98262,1,0.5814,0.44519,17.15028,0.97998,1,0,0,18
s14,fruit.bmp,1,120,1973.57,1973.57,1.97357,20037516236,382.79168,121.8816,0.37382,0.1587,1.75896,0.21461,5,1,0.37383,0.19453,1,0.13184,0.43099,0,,0.22538,0.44723,16.56275,0.97807,1,0.58137,0.44514,17.13799,0.97543,1,0,0,18
s14,fruit.bmp,1,121,1987.8,1987.8,1.9878,20037552256,382.84288,123.9936,0.37387,0.16145,1.75896,0.22884,5,1,0.37459,0.19999,1,0.13184,0.43099,0,,0.22544,0.44724,16.73428,0.97352,1,0.58147,0.44501,16.92301,0.97088,1,0,0,18
s14,fruit.bmp,1,122,2004.42,2004.42,2.00442,20037594321,385.73056,127.0272,0.37669,0.1654,1.75896,0.24545,5,1,0.41902,0.22466,1,0.13184,0.43099,0,,0.22724,0.4477,16.34975,0.96897,1,0.58273,0.44489,16.97747,0.97088,1,0,0,18
s14,fruit.bmp,1,123,2020.79,2020.79,2.02079,20037635758,397.49632,129.36192,0.38818,0.16844,1.75896,0.26183,5,1,0.57199,0.21703,1,0.13184,0.43099,0,,0.23145,0.44862,16.7168,0.96897,1,0.58573,0.4449,15.7072,0.97088,1,0,0,18
s14,fruit.bmp,1,124,2056.22,2056.22,2.05622,20037725446,407.9616,131.20512,0.3984,0.17084,1.75896,0.29726,5,1,0.57218,0.21161,1,0.13184,0.43099,0,,0.23209,0.44764,16.2313,0.97352,1,0.58731,0.44499,16.59247,0.97543,1,0,0,18
