Subject_ID,Slide_Image,Event,CNT,TIME(2016/06/14 13:19:33.936),TIME,TIMETICK(f=2531455),FPOGX,FPOGY,xpos,ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
S3,fruit.bmp,1,36,0.59164,591.64,42521983234,393.984,107.99616,0.38475,0.14062,0,0.59164,1,1,0.38679,0.12313,1,-0.31836,0.3112,0,,0.108,0.15426,16.16575,1.00923,1,0.48452,0.13097,16.35239,1.00552,1,0,0,15
S3,fruit.bmp,1,37,0.60815,608.15,42522025022,394.31168,107.66592,0.38507,0.14019,0,0.60815,1,1,0.38728,0.12241,1,-0.20898,0.3138,0,,0.1077,0.1537,16.43626,1.00503,1,0.48437,0.13073,16.50061,1.01032,1,0,0,15
S3,fruit.bmp,1,38,0.62433,624.33,42522065986,394.37312,107.57376,0.38513,0.14007,0,0.62433,1,1,0.38634,0.15251,1,-0.20898,0.3138,0,,0.10769,0.1531,15.969,1.00983,1,0.48443,0.13062,16.45482,1.01512,1,0,0,15
S3,fruit.bmp,1,39,0.64103,641.03,42522108262,394.7008,107.37408,0.38545,0.13981,0,0.64103,1,1,0.3829,0.16067,1,-0.10059,0.31641,0,,0.1077,0.15308,15.8905,1.01463,1,0.48427,0.13037,16.27853,1.01992,1,0,0,15
S3,fruit.bmp,1,40,0.65718,657.18,42522149142,395.03872,107.2128,0.38578,0.1396,0,0.65718,1,1,0.38223,0.15825,1,-0.10059,0.31641,0,,0.10796,0.15239,16.04993,1.01942,1,0.48475,0.12981,15.90308,1.01992,1,0,0,15
S3,fruit.bmp,1,41,0.67513,675.13,42522194588,395.03872,107.2128,0.38578,0.1396,0,0.67514,1,1,0.38223,0.15825,0,0.00879,0.31901,0,,0.10796,0.15239,16.04993,1.01942,0,0.48475,0.12981,15.90308,1.01515,0,0,0,15
S3,fruit.bmp,1,42,0.69035,690.35,42522233106,395.03872,107.2128,0.38578,0.1396,0,0.69035,1,1,0.38223,0.15825,0,0.00879,0.31901,0,,0.10796,0.15239,16.04993,1.01886,0,0.48475,0.12981,15.90308,1.01459,0,0,0,15
S3,fruit.bmp,1,43,0.70657,706.57,42522274169,395.03872,107.2128,0.38578,0.1396,0,0.70657,1,1,0.38223,0.15825,0,0.1123,0.31901,0,,0.10796,0.15239,16.04993,1.01829,0,0.48475,0.12981,15.90308,1.01403,0,498,0,15
S3,fruit.bmp,1,59,0.96942,969.42,42522939564,388.70016,146.11968,0.37959,0.19026,0.92021,0.04921,2,1,0.40291,0.1732,1,0.51172,0.29427,0,,0.10762,0.15415,16.03036,0.99081,1,0.48504,0.13202,16.46598,0.9871,1,0,0,16
S3,fruit.bmp,1,60,0.98559,985.59,42522980486,391.72096,141.64992,0.38254,0.18444,0.92021,0.06538,2,1,0.39435,0.16117,1,0.51172,0.29427,0,,0.10724,0.15432,16.135,0.98244,1,0.48509,0.13193,16.60044,0.97874,1,0,0,16
S3,fruit.bmp,1,61,1.0119,1011.9,42523047103,393.96352,139.8528,0.38473,0.1821,0.92021,0.09169,2,1,0.39567,0.17036,1,0.51172,0.29427,0,,0.10699,0.15458,16.39959,0.97408,1,0.48488,0.13174,16.73243,0.97037,1,0,0,16
S3,fruit.bmp,1,62,1.01844,1018.44,42523063656,401.89952,137.04192,0.39248,0.17844,0.92021,0.09823,2,1,0.43898,0.15648,1,0.51172,0.29427,0,,0.10673,0.15465,16.23093,0.96571,1,0.48455,0.13189,16.16867,0.96201,1,0,0,16
S3,fruit.bmp,1,63,1.0353,1035.3,42523106343,407.23456,134.784,0.39769,0.1755,0.92021,0.11509,2,1,0.43414,0.15494,1,0.51172,0.29427,0,,0.10686,0.15537,16.48628,0.95735,1,0.48482,0.13223,16.08858,0.95365,1,0,0,16
S3,fruit.bmp,1,64,1.05158,1051.58,42523147537,411.43296,133.22496,0.40179,0.17347,0.92021,0.13136,2,1,0.43459,0.15725,1,0.51172,0.29427,0,,0.10743,0.15566,16.67767,0.95315,1,0.48514,0.13263,16.41697,0.95365,1,0,0,16
S3,fruit.bmp,1,65,1.06827,1068.27,42523189798,425.3184,147.10272,0.41535,0.19154,0.92021,0.14806,2,1,0.53741,0.35414,1,0.51172,0.29427,0,,0.11168,0.15861,16.04912,0.95315,1,0.48754,0.1349,15.85753,0.95781,1,0,0,16
S3,fruit.bmp,1,66,1.0846,1084.6,42523231119,436.5312,156.37248,0.4263,0.20361,0.92021,0.16438,2,1,0.53578,0.32427,1,0.51172,0.29427,0,,0.1122,0.15919,16.16769,0.96152,1,0.48806,0.13565,15.3716,0.96618,1,0,0,16
S3,fruit.bmp,1,67,1.10119,1101.19,42523273131,445.85984,163.82976,0.43541,0.21332,0.92021,0.18098,2,1,0.53568,0.32013,1,0.51172,0.29427,0,,0.11216,0.15915,15.72215,0.96571,1,0.48856,0.1369,16.29083,0.97037,1,0,0,16
S3,fruit.bmp,1,68,1.11745,1117.45,42523314302,455.38304,170.59584,0.44471,0.22213,0.92021,0.19724,2,1,0.55622,0.32787,1,0.51172,0.29427,0,,0.11213,0.15925,15.92536,0.96991,1,0.48897,0.13683,16.16228,0.97457,1,0,0,16
S3,fruit.bmp,1,69,1.13387,1133.87,42523355878,463.70816,173.6064,0.45284,0.22605,0.92021,0.21366,2,1,0.55852,0.27712,1,0.51172,0.29427,0,,0.11213,0.1592,15.69604,0.97411,1,0.48925,0.13708,15.9741,0.97877,1,0,0,16
S3,fruit.bmp,1,70,1.15015,1150.15,42523397084,470.91712,176.00256,0.45988,0.22917,0.92021,0.22994,2,1,0.55852,0.27281,1,0.51172,0.29427,0,,0.11207,0.15967,16.48643,0.97831,1,0.48905,0.13701,15.88356,0.98297,1,0,0,16
S3,fruit.bmp,1,77,1.26494,1264.94,42523687662,547.33824,263.51616,0.53451,0.34312,1.21588,0.04906,3,1,0.53873,0.32648,1,0.51172,0.29427,0,,0.11169,0.16028,15.96587,0.98664,1,0.48919,0.13732,15.9781,0.9871,1,0,0,16
S3,fruit.bmp,1,78,1.28142,1281.42,42523729377,547.29728,262.18752,0.53447,0.34139,1.21588,0.06554,3,1,0.53432,0.33448,1,0.51172,0.29427,0,,0.1118,0.15952,15.13189,0.98661,1,0.4892,0.13737,15.97197,0.98707,1,0,0,16
S3,fruit.bmp,1,79,1.29826,1298.26,42523772018,547.30752,261.03552,0.53448,0.33989,1.21588,0.08238,3,1,0.53452,0.33239,1,0.51172,0.29427,0,,0.11177,0.15962,15.24042,0.98658,1,0.48914,0.13729,15.97281,0.99124,1,0,0,16
S3,fruit.bmp,1,80,1.31454,1314.54,42523813206,542.81216,259.8912,0.53009,0.3384,1.21588,0.09866,3,1,0.50374,0.32945,1,0.51172,0.29427,0,,0.11145,0.15951,15.06691,0.99075,1,0.48883,0.13699,15.77269,0.99124,1,0,0,16
S3,fruit.bmp,1,81,1.34498,1344.98,42523890276,539.63776,257.75616,0.52699,0.33562,1.21588,0.1291,3,1,0.50528,0.31618,1,0.51172,0.29427,0,,0.1116,0.15941,14.98107,0.99075,1,0.48895,0.1365,15.1809,0.99124,1,0,0,16
S3,fruit.bmp,1,82,1.34805,1348.05,42523898034,537.14944,256.2816,0.52456,0.3337,1.21588,0.13216,3,1,0.50514,0.31836,1,0.51172,0.29427,0,,0.11162,0.1596,15.16435,0.99075,1,0.48895,0.1365,15.1809,0.98704,1,0,0,16
S3,fruit.bmp,1,83,1.36399,1363.99,42523938396,536.77056,256.76544,0.52419,0.33433,1.21588,0.14811,3,1,0.52085,0.33994,1,0.51172,0.29427,0,,0.11177,0.15954,15.0703,0.98655,1,0.48881,0.13717,15.54485,0.98284,1,0,0,16
S3,fruit.bmp,1,84,1.38046,1380.46,42523980083,538.96192,255.61344,0.52633,0.33283,1.21588,0.16457,3,1,0.54776,0.31783,1,0.51172,0.29427,0,,0.11205,0.15964,15.20225,0.98655,1,0.4889,0.13703,15.66055,0.98284,1,0,0,16
S3,fruit.bmp,1,85,1.3966,1396.6,42524020942,540.81536,254.49984,0.52814,0.33138,1.21588,0.18072,3,1,0.54798,0.31552,1,0.51172,0.29427,0,,0.11203,0.15964,15.43119,0.98655,1,0.48895,0.13717,15.66084,0.98704,1,0,0,16
S3,fruit.bmp,1,86,1.41338,1413.38,42524063442,538.2656,250.32192,0.52565,0.32594,1.21588,0.1975,3,1,0.49577,0.26067,1,0.51172,0.29427,0,,0.11051,0.15938,15.55105,0.99075,1,0.48752,0.13633,15.32464,0.99124,1,0,0,16
S3,fruit.bmp,1,87,1.42948,1429.48,42524104194,524.34944,250.59072,0.51206,0.32629,1.21588,0.2136,3,1,0.33544,0.33076,1,0.51172,0.29427,0,,0.1085,0.15921,15.32923,0.99075,1,0.48469,0.13592,15.63466,0.99124,1,0,0,16
S3,fruit.bmp,1,88,1.4502,1450.2,42524156621,512.3584,251.01312,0.50035,0.32684,1.21588,0.23431,3,1,0.33634,0.33457,1,0.51172,0.29427,0,,0.10783,0.15909,15.80386,0.98658,1,0.48415,0.13573,15.67219,0.98707,1,0,0,16
S3,fruit.bmp,1,89,1.4624,1462.4,42524187514,503.808,249.18528,0.492,0.32446,1.21588,0.24651,3,1,0.36686,0.28882,1,0.51172,0.29427,0,,0.1079,0.15883,16.0661,0.98241,1,0.48407,0.1356,15.91346,0.98291,1,0,0,16
S3,fruit.bmp,1,90,1.47845,1478.45,42524228170,496.72192,247.5264,0.48508,0.3223,1.21588,0.26257,3,1,0.37424,0.28761,1,0.51172,0.29427,0,,0.10782,0.15827,15.40195,0.98244,1,0.48419,0.13539,15.83362,0.98294,1,0,0,16
S3,fruit.bmp,1,94,1.54462,1544.62,42524395646,407.94112,231.3216,0.39838,0.3012,1.49539,0.04922,4,1,0.38349,0.29634,1,0.51172,0.29427,0,,0.10761,0.15737,15.02521,0.97825,1,0.48456,0.13418,15.47679,0.97454,1,0,0,16
S3,fruit.bmp,1,95,1.56381,1563.81,42524444236,400.22016,233.52576,0.39084,0.30407,1.49539,0.06842,4,1,0.36068,0.31555,1,0.51172,0.29427,0,,0.10757,0.1576,15.21523,0.97405,1,0.48425,0.13406,15.39129,0.97451,1,0,0,16
S3,fruit.bmp,1,96,1.57695,1576.95,42524477500,390.15424,233.71008,0.38101,0.30431,1.49539,0.08156,4,1,0.33188,0.3055,1,0.51172,0.29427,0,,0.10737,0.15741,15.00235,0.97402,1,0.484,0.13418,15.4198,0.97448,1,0,0,16
S3,fruit.bmp,1,97,1.59344,1593.44,42524519232,382.93504,233.61024,0.37396,0.30418,1.49539,0.09805,4,1,0.33166,0.30341,1,0.51172,0.29427,0,,0.10725,0.15727,15.39707,0.97399,1,0.48401,0.13402,15.35044,0.97865,1,0,0,16
S3,fruit.bmp,1,98,1.61037,1610.37,42524562112,379.5456,232.13568,0.37065,0.30226,1.49539,0.11498,4,1,0.34749,0.28885,1,0.51172,0.29427,0,,0.10701,0.15759,15.61315,0.97815,1,0.48387,0.13379,15.59647,0.97865,1,0,0,16
S3,fruit.bmp,1,99,1.62656,1626.56,42524603101,376.18688,228.95616,0.36737,0.29812,1.49539,0.13117,4,1,0.34108,0.26501,1,0.51172,0.29427,0,,0.10726,0.15733,15.19225,0.98235,1,0.48394,0.13381,15.55152,0.98284,1,0,0,16
S3,fruit.bmp,1,100,1.64311,1643.11,42524644979,373.49376,226.41408,0.36474,0.29481,1.49539,0.14772,4,1,0.34108,0.26497,1,0.51172,0.29427,0,,0.10683,0.15707,15.25646,0.98238,1,0.48373,0.13373,15.45093,0.98287,1,0,0,16
S3,fruit.bmp,1,101,1.65933,1659.33,42524686036,373.92384,228.11904,0.36516,0.29703,1.49539,0.16393,4,1,0.36938,0.31928,1,0.51172,0.29427,0,,0.10614,0.15744,15.13519,0.98241,1,0.4831,0.13368,15.64324,0.98291,1,0,0,16
S3,fruit.bmp,1,102,1.67596,1675.96,42524728155,372.33664,228.21888,0.36361,0.29716,1.49539,0.18057,4,1,0.34651,0.29857,1,0.51074,0.29036,0,,0.10597,0.15764,15.21604,0.98244,1,0.48279,0.13366,15.48035,0.98294,1,0,0,16
S3,fruit.bmp,1,103,1.69399,1693.99,42524773787,370.91328,228.06528,0.36222,0.29696,1.49539,0.1986,4,1,0.34563,0.29457,1,0.51074,0.29036,0,,0.10564,0.15757,15.39384,0.98664,1,0.48255,0.1337,15.61375,0.98713,1,0,0,16
S3,fruit.bmp,1,104,1.70837,1708.37,42524810165,370.67776,229.89312,0.36199,0.29934,1.49539,0.21297,4,1,0.35899,0.33027,1,0.50781,0.28516,0,,0.10485,0.15764,15.24716,0.99084,1,0.48181,0.13379,15.57134,0.99133,1,0,0,16
S3,fruit.bmp,1,105,1.72491,1724.91,42524852067,371.54816,230.30784,0.36284,0.29988,1.49539,0.22952,4,1,0.37477,0.30749,1,0.50781,0.28516,0,,0.1049,0.15748,15.33146,0.99084,1,0.482,0.13369,15.46645,0.99133,1,0,0,16
S3,fruit.bmp,1,106,1.74153,1741.53,42524894131,372.31616,230.67648,0.36359,0.30036,1.49539,0.24614,4,1,0.37477,0.30749,1,0.50391,0.27995,0,,0.1049,0.15748,15.33146,0.99084,1,0.48179,0.13327,15.68277,0.99133,1,0,0,16
S3,fruit.bmp,1,107,1.758,1758,42524935835,372.36736,228.9024,0.36364,0.29805,1.49539,0.26261,4,1,0.36449,0.26111,1,0.50391,0.27995,0,,0.10503,0.1573,15.41453,0.99084,1,0.48164,0.13305,15.75311,0.9955,1,0,0,16
S3,fruit.bmp,1,108,1.77432,1774.32,42524977148,372.26496,229.91616,0.36354,0.29937,1.49539,0.27893,4,1,0.36178,0.32171,1,0.50195,0.27604,0,,0.10456,0.15732,15.56152,0.995,1,0.48116,0.13248,15.28741,0.99966,1,0,0,16
S3,fruit.bmp,1,109,1.79118,1791.18,42525019830,372.1728,230.8992,0.36345,0.30065,1.49539,0.29579,4,1,0.36185,0.32379,1,0.50195,0.27604,0,,0.10414,0.15689,15.65989,0.995,1,0.48078,0.13219,15.16576,0.99547,1,0,0,16
S3,fruit.bmp,1,110,1.80731,1807.31,42525060646,372.18304,230.69952,0.36346,0.30039,1.49539,0.31192,4,1,0.36363,0.29539,1,0.50098,0.27083,0,,0.10338,0.15693,15.4178,0.99081,1,0.47994,0.13162,15.48022,0.9871,1,0,0,16
S3,fruit.bmp,1,111,1.82397,1823.97,42525102836,373.47328,230.85312,0.36472,0.30059,1.49539,0.32858,4,1,0.38993,0.30459,1,0.50098,0.27083,0,,0.10295,0.15639,14.95246,0.98244,1,0.47944,0.13132,15.49897,0.97874,1,0,0,16
S3,fruit.bmp,1,112,1.8404,1840.4,42525144404,374.71232,231.19872,0.36593,0.30104,1.49539,0.34501,4,1,0.39126,0.31044,1,0.49805,0.26563,0,,0.10288,0.15623,14.97787,0.97408,1,0.47924,0.13128,15.60712,0.97457,1,0,0,16
S3,fruit.bmp,1,113,1.85642,1856.42,42525184946,373.74976,230.53824,0.36499,0.30018,1.49539,0.36102,4,1,0.34438,0.28143,1,0.49805,0.26563,0,,0.10281,0.15605,14.99051,0.96991,1,0.47912,0.13103,15.81924,0.97041,1,0,0,16
S3,fruit.bmp,1,114,1.87325,1873.25,42525227578,373.89312,231.06816,0.36513,0.30087,1.49539,0.37786,4,1,0.36835,0.31659,1,0.49512,0.26302,0,,0.1027,0.15588,15.07978,0.96575,1,0.47901,0.13046,15.02119,0.96624,1,0,0,16
S3,fruit.bmp,1,115,1.88921,1889.21,42525267954,374.02624,231.552,0.36526,0.3015,1.49539,0.39381,4,1,0.36835,0.31659,1,0.49512,0.26302,0,,0.10246,0.15573,15.46931,0.96575,1,0.47925,0.12987,15.38567,0.96624,1,0,0,16
S3,fruit.bmp,1,116,1.90565,1905.65,42525309579,375.45984,230.79936,0.36666,0.30052,1.49539,0.41026,4,1,0.40163,0.27621,1,0.49121,0.25911,0,,0.10233,0.15442,15.96734,0.96575,1,0.47827,0.12863,15.8771,0.97041,1,0,0,16
S3,fruit.bmp,1,117,1.92234,1922.34,42525351834,376.99584,227.35872,0.36816,0.29604,1.49539,0.42695,4,1,0.40729,0.17961,1,0.49023,0.25651,0,,0.1028,0.15288,16.0544,0.97411,1,0.47816,0.12751,15.84662,0.97877,1,0,0,16
S3,fruit.bmp,1,118,1.93885,1938.85,42525393627,378.37824,223.91808,0.36951,0.29156,1.49539,0.44346,4,1,0.40605,0.17051,1,0.49023,0.25651,0,,0.10307,0.15186,15.97014,0.98247,1,0.47797,0.1266,16.09312,0.98713,1,0,0,16
S3,fruit.bmp,1,119,1.95487,1954.87,42525434191,380.33408,221.20704,0.37142,0.28803,1.49539,0.45948,4,1,0.42467,0.18923,1,0.48633,0.2526,0,,0.10354,0.15112,15.64234,0.99084,1,0.47856,0.126,16.07343,0.9955,1,0,0,16
S3,fruit.bmp,1,126,2.07034,2070.34,42525726504,366.11072,106.85184,0.35753,0.13913,2.02049,0.04986,5,1,0.36672,0.14217,1,0.48145,0.23698,0,,0.1038,0.15089,15.2503,1.01762,1,0.47911,0.12636,16.31651,1.01812,1,0,0,16
S3,fruit.bmp,1,127,2.08652,2086.52,42525767450,367.81056,106.53696,0.35919,0.13872,2.02049,0.06603,5,1,0.36586,0.13707,1,0.47949,0.23047,0,,0.10356,0.15092,15.42317,1.02239,1,0.47902,0.12626,16.2963,1.02288,1,0,0,16
S3,fruit.bmp,1,128,2.10313,2103.13,42525809505,377.7536,107.00544,0.3689,0.13933,2.02049,0.08265,5,1,0.41744,0.14236,1,0.47949,0.23047,0,,0.1038,0.15084,15.87743,1.02715,1,0.47975,0.12611,16.3403,1.02288,1,0,0,16
