Subect_ID,Slide_Image,Event,CNT,Time,TIME(2016/06/16 13:46:23.338),TIMETICK(f=2531396),FPOGX,FPOGY,Xpos,Ypos,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
s18,fruit.bmp,1,16,262.88,0.26288,42380067289,377.10848,232.33536,0.36827,0.30252,0,0.26288,2,1,0.39251,0.30246,1,-0.99219,0.2474,0,,0.20289,0.50177,17.58315,1.00289,1,0.54404,0.48211,18.9556,1.00242,1,0,0,7
s18,fruit.bmp,1,17,279.55,0.27955,42380109478,378.81856,233.22624,0.36994,0.30368,0,0.27955,2,1,0.40015,0.32471,1,-0.99219,0.2474,0,,0.20275,0.50175,17.44225,1.00694,1,0.54405,0.48199,19.09301,1.00648,1,0,0,7
s18,fruit.bmp,1,18,297.58,0.29758,42380155165,380.34432,233.86368,0.37143,0.30451,0,0.29759,2,1,0.39976,0.32011,1,-0.99902,0.2474,0,,0.20264,0.50173,17.52707,1.011,1,0.54405,0.48199,19.09301,1.01054,1,0,0,7
s18,fruit.bmp,1,19,313.61,0.31361,42380195714,381.29664,234.20928,0.37236,0.30496,0,0.31362,2,1,0.39081,0.31402,1,-0.99902,0.2474,0,,0.2026,0.5014,18.03424,1.01506,1,0.54404,0.48192,19.07034,1.01868,1,0,0,7
s18,fruit.bmp,1,20,328.79,0.32879,42380234132,381.89056,233.68704,0.37294,0.30428,0,0.32879,2,1,0.38521,0.2901,1,-1.0127,0.2474,0,,0.20264,0.5013,17.97399,1.0232,1,0.54391,0.48161,19.2218,1.02682,1,0,0,7
s18,fruit.bmp,1,21,344.99,0.34499,42380275162,382.4128,233.13408,0.37345,0.30356,0,0.345,2,1,0.38475,0.28759,1,-1.0127,0.2474,0,,0.20317,0.50127,17.92321,1.02726,1,0.54386,0.48161,19.22233,1.02682,1,0,0,7
s18,fruit.bmp,1,22,362.56,0.36256,42380319619,382.3104,233.0496,0.37335,0.30345,0,0.36256,2,1,0.37105,0.30088,1,-1.01953,0.2474,0,,0.20316,0.50132,17.98471,1.02726,1,0.5441,0.4815,19.55238,1.02274,1,0,0,7
s18,fruit.bmp,1,23,378.16,0.37816,42380359101,382.208,232.60416,0.37325,0.30287,0,0.37816,2,1,0.37064,0.28909,1,-1.01953,0.2474,0,,0.20316,0.50132,17.98471,1.01912,1,0.54426,0.48152,19.58183,1.0146,1,0,0,7
s18,fruit.bmp,1,24,394.39,0.39439,42380400213,382.11584,232.27392,0.37316,0.30244,0,0.3944,2,1,0.37108,0.29162,1,-1.05664,0.2474,0,,0.20316,0.50132,17.98471,1.01506,1,0.54421,0.48126,19.57183,1.0146,1,0,0,7
s18,fruit.bmp,1,25,412.2,0.4122,42380445254,381.952,232.50432,0.373,0.30274,0,0.4122,2,1,0.3687,0.31048,1,-1.05664,0.2474,0,,0.20307,0.50019,17.5867,1.01506,1,0.5446,0.48086,19.42485,1.0146,1,0,0,7
s18,fruit.bmp,1,26,428.3,0.4283,42380486033,382.04416,231.81312,0.37309,0.30184,0,0.4283,2,1,0.3756,0.27765,1,-1.08496,0.25,0,,0.20304,0.49998,17.87271,1.01506,1,0.54456,0.48087,19.44884,1.0146,1,0,0,7
s18,fruit.bmp,1,27,444.05,0.44405,42380525897,382.13632,231.17568,0.37318,0.30101,0,0.44405,2,1,0.3756,0.27765,1,-1.08496,0.25,0,,0.20287,0.4997,17.44369,1.01506,1,0.54469,0.48086,19.42664,1.0146,1,0,0,7
s18,fruit.bmp,1,28,460.17,0.46017,42380566698,381.7472,230.91456,0.3728,0.30067,0,0.46017,2,1,0.36203,0.29095,1,-1.125,0.25651,0,,0.20269,0.49952,17.64151,1.01506,1,0.54465,0.48005,18.92795,1.01868,1,0,0,7
s18,fruit.bmp,1,29,477.05,0.47705,42380609416,381.42976,230.7456,0.37249,0.30045,0,0.47705,2,1,0.36316,0.29373,1,-1.125,0.25651,0,,0.20268,0.49971,17.32723,1.0232,1,0.54481,0.48019,18.87713,1.02682,1,0,0,7
s18,fruit.bmp,1,30,493.09,0.49309,42380650031,381.10208,230.3616,0.37217,0.29995,0,0.49309,2,1,0.36212,0.28447,1,-1.16504,0.26172,0,,0.20271,0.49967,17.33173,1.03135,1,0.54478,0.48011,18.93546,1.03497,1,0,0,7
s18,fruit.bmp,1,31,509.73,0.50973,42380692168,380.74368,230.15424,0.37182,0.29968,0,0.50973,2,1,0.36074,0.29094,1,-1.16504,0.26172,0,,0.20251,0.4995,17.77975,1.03949,1,0.54482,0.47971,19.36594,1.03903,1,0,0,7
s18,fruit.bmp,1,32,525.98,0.52598,42380733294,380.44672,229.46304,0.37153,0.29878,0,0.52598,2,1,0.36181,0.26915,1,-1.20898,0.27083,0,,0.20259,0.49935,17.65373,1.03949,1,0.54478,0.47956,19.16464,1.03903,1,0,0,7
s18,fruit.bmp,1,33,542.47,0.54247,42380775041,380.16,228.81024,0.37125,0.29793,0,0.54247,2,1,0.36181,0.26915,1,-1.20898,0.27083,0,,0.20324,0.49918,17.7828,1.03949,1,0.54495,0.47948,19.15088,1.03903,1,0,0,7
s18,fruit.bmp,1,34,559.01,0.55901,42380816894,379.36128,228.864,0.37047,0.298,0,0.55901,2,1,0.34299,0.30035,1,-1.25879,0.27474,0,,0.20272,0.49897,18.024,1.03949,1,0.54453,0.47913,19.30987,1.03903,1,0,0,7
s18,fruit.bmp,1,35,575.25,0.57525,42380858028,378.91072,228.34176,0.37003,0.29732,0,0.57525,2,1,0.35449,0.27296,1,-1.25879,0.27474,0,,0.2026,0.49842,17.88861,1.03949,1,0.54431,0.47919,19.34058,1.03903,1,0,0,7
s18,fruit.bmp,1,36,591.71,0.59171,42380899686,378.50112,227.93472,0.36963,0.29679,0,0.59171,2,1,0.35454,0.27715,1,-1.30566,0.28125,0,,0.20235,0.49845,17.76452,1.03949,1,0.54434,0.47908,19.17326,1.03136,1,0,0,7
s18,fruit.bmp,1,37,608.1,0.6081,42380941191,378.75712,228.07296,0.36988,0.29697,0,0.6081,2,1,0.37967,0.30389,1,-1.3916,0.29036,0,,0.20227,0.4978,17.51129,1.03182,1,0.54411,0.479,19.29667,1.0237,1,0,0,7
s18,fruit.bmp,1,38,624.39,0.62439,42380982416,379.43296,227.6736,0.37054,0.29645,0,0.62439,2,1,0.39609,0.27619,1,-1.3916,0.29036,0,,0.202,0.49816,17.82875,1.02416,1,0.54394,0.47884,19.49324,1.01603,1,0,0,7
s18,fruit.bmp,1,39,641.19,0.64119,42381024946,380.08832,227.38176,0.37118,0.29607,0,0.64119,2,1,0.39687,0.28088,1,-1.44141,0.29427,0,,0.20196,0.49811,17.79355,1.01649,1,0.54381,0.47888,19.68012,1.01603,1,0,0,7
s18,fruit.bmp,1,40,658.47,0.65847,42381068663,380.55936,226.76736,0.37164,0.29527,0,0.65847,2,1,0.39056,0.26235,1,-1.44141,0.29427,0,,0.2015,0.49784,17.94901,1.01649,1,0.54368,0.47823,18.93605,1.01603,1,0,0,7
s18,fruit.bmp,1,41,673.73,0.67373,42381107311,380.70272,226.69824,0.37178,0.29518,0,0.67373,2,1,0.37755,0.29134,1,-1.54492,0.30339,0,,0.20144,0.49771,17.61712,1.01649,1,0.5437,0.47811,19.09502,1.01603,1,0,0,7
s18,fruit.bmp,1,42,690.11,0.69011,42381148778,380.84608,226.7136,0.37192,0.2952,0,0.69011,2,1,0.37803,0.29604,1,-1.54492,0.30339,0,,0.20131,0.49766,17.27482,1.01241,1,0.54371,0.47799,18.91879,1.01195,1,0,0,7
s18,fruit.bmp,1,43,706.71,0.70671,42381190784,380.70272,227.01312,0.37178,0.29559,0,0.70671,2,1,0.36553,0.31301,1,-1.60645,0.30469,0,,0.20125,0.49763,17.56847,1.00832,1,0.54362,0.47766,19.30043,1.00786,1,0,0,7
s18,fruit.bmp,1,44,723.11,0.72311,42381232309,380.43648,226.97472,0.37152,0.29554,0,0.72311,2,1,0.35991,0.29303,1,-1.60645,0.30469,0,,0.20126,0.49754,17.6335,1.0119,1,0.54338,0.47765,19.23242,1.01144,1,0,0,7
s18,fruit.bmp,1,45,739.43,0.73943,42381273625,380.18048,226.9056,0.37127,0.29545,0,0.73943,2,1,0.35951,0.29119,1,-1.66895,0.30599,0,,0.20131,0.49809,17.99913,1.01548,1,0.5433,0.47822,19.0647,1.01096,1,0,0,7
s18,fruit.bmp,1,46,756.24,0.75624,42381316184,379.32032,229.3632,0.37043,0.29865,0,0.75624,2,1,0.33102,0.4493,1,-1.66895,0.30599,0,,0.20089,0.50057,17.34833,1.01501,1,0.54256,0.48126,19.3326,1.01049,1,0,0,7
s18,fruit.bmp,1,47,772.4,0.7724,42381357094,378.90048,232.05888,0.37002,0.30216,0,0.7724,2,1,0.33799,0.46394,1,-1.74316,0.30859,0,,0.20081,0.50092,17.1435,1.00686,1,0.54266,0.4812,19.25468,1.00234,1,0,0,7
s18,fruit.bmp,1,54,887.08,0.88708,42381647378,349.41952,352.29696,0.34123,0.45872,0.83821,0.04887,3,1,0.3376,0.44711,1,-1.875,0.32292,0,,0.20083,0.50067,17.46412,1.03135,1,0.54323,0.48052,18.88937,1.03497,1,0,0,7
s18,fruit.bmp,1,55,909.23,0.90923,42381703449,347.46368,348.57216,0.33932,0.45387,0.83821,0.07102,3,1,0.33169,0.43448,1,-1.875,0.32292,0,,0.2008,0.50072,17.67072,1.03949,1,0.54331,0.48033,18.81143,1.03903,1,0,0,7
s18,fruit.bmp,1,56,920.2,0.9202,42381731228,346.24512,346.41408,0.33813,0.45106,0.83821,0.08199,3,1,0.33217,0.43702,1,-1.875,0.33073,0,,0.20074,0.50075,17.59201,1.03949,1,0.54319,0.48044,18.87916,1.03903,1,0,0,7
s18,fruit.bmp,1,57,936.87,0.93687,42381773423,345.37472,344.87808,0.33728,0.44906,0.83821,0.09866,3,1,0.33217,0.43702,1,-1.875,0.33073,0,,0.20048,0.50063,17.31562,1.03949,1,0.54319,0.48044,18.87916,1.03903,1,0,0,7
s18,fruit.bmp,1,58,954.57,0.95457,42381818221,347.62752,342.16704,0.33948,0.44553,0.83821,0.11636,3,1,0.35492,0.42082,1,-1.875,0.33984,0,,0.2002,0.50019,17.47999,1.03949,1,0.5428,0.4804,18.92116,1.03903,1,0,0,7
s18,fruit.bmp,1,59,969.15,0.96915,42381855157,350.73024,340.65408,0.34251,0.44356,0.83821,0.13095,3,1,0.3667,0.42787,1,-1.875,0.33984,0,,0.19994,0.50044,17.37917,1.03949,1,0.54276,0.4804,18.93075,1.03903,1,0,0,7
s18,fruit.bmp,1,60,985.58,0.98558,42381896727,353.20832,339.44832,0.34493,0.44199,0.83821,0.14738,3,1,0.3667,0.42787,1,-1.875,0.34766,0,,0.19994,0.50044,17.37917,1.03949,1,0.54275,0.48017,18.79968,1.03903,1,0,0,7
s18,fruit.bmp,1,61,1002.04,1.00204,42381938436,351.51872,338.46528,0.34328,0.44071,0.83821,0.16385,3,1,0.32679,0.42782,1,-1.875,0.34766,0,,0.19948,0.50058,17.44275,1.03949,1,0.54224,0.48016,18.90574,1.03903,1,0,0,7
s18,fruit.bmp,1,62,1018.44,1.01844,42381979891,351.63136,336.87552,0.34339,0.43864,0.83821,0.18023,3,1,0.3446,0.41587,1,-1.875,0.35417,0,,0.19948,0.50064,17.59046,1.03949,1,0.54203,0.4802,18.75975,1.03903,1,0,0,7
s18,fruit.bmp,1,63,1035.03,1.03503,42382021911,351.72352,335.53152,0.34348,0.43689,0.83821,0.19683,3,1,0.3446,0.41587,1,-1.875,0.35417,0,,0.19974,0.49988,17.60675,1.03949,1,0.54203,0.47981,18.9599,1.03903,1,0,0,7
s18,fruit.bmp,1,64,1051.75,1.05175,42382064206,354.02752,323.75808,0.34573,0.42156,0.83821,0.21354,3,1,0.37501,0.22234,1,-1.875,0.36328,0,,0.20053,0.49595,17.83039,1.03949,1,0.54227,0.47611,18.81988,1.03903,1,0,0,7
s18,fruit.bmp,1,65,1068.08,1.06808,42382105590,354.72384,316.54656,0.34641,0.41217,0.83821,0.22988,3,1,0.35586,0.28074,1,-1.875,0.36328,0,,0.20044,0.49594,17.69898,1.03949,1,0.54189,0.47622,19.34866,1.03903,1,0,0,7
s18,fruit.bmp,1,66,1084.52,1.08452,42382147182,355.328,310.3488,0.347,0.4041,0.83821,0.24632,3,1,0.35594,0.28299,1,-1.875,0.37891,0,,0.20003,0.49557,17.81544,1.03949,1,0.54188,0.4756,19.27058,1.03497,1,0,0,7
s18,fruit.bmp,1,67,1101.01,1.10101,42382188921,358.49216,306.90816,0.35009,0.39962,0.83821,0.2628,3,1,0.39947,0.32802,1,-1.875,0.37891,0,,0.1995,0.49523,18.27723,1.03543,1,0.54162,0.47539,19.421,1.03091,1,0,0,7
s18,fruit.bmp,1,71,1166.33,1.16633,42382354282,392.52992,256.96512,0.38333,0.33459,1.11799,0.04834,4,1,0.3951,0.32215,1,-1.875,0.40625,0,,0.1989,0.49496,17.9981,1.00694,1,0.54134,0.47491,19.5884,1.00242,1,0,0,7
s18,fruit.bmp,1,72,1183.36,1.18336,42382397386,395.1104,256.4736,0.38585,0.33395,1.11799,0.06537,4,1,0.39593,0.33139,1,-1.875,0.41406,0,,0.19907,0.49448,18.15794,0.9988,1,0.54126,0.47483,19.60911,0.99428,1,0,0,7
s18,fruit.bmp,1,73,1199.46,1.19946,42382438139,393.65632,257.53344,0.38443,0.33533,1.11799,0.08147,4,1,0.37732,0.34225,1,-1.875,0.42448,0,,0.19909,0.49449,18.11843,0.99066,1,0.54126,0.475,19.66999,0.98614,1,0,0,7
s18,fruit.bmp,1,74,1215.58,1.21558,42382478986,393.95328,259.64544,0.38472,0.33808,1.11799,0.0976,4,1,0.38644,0.35456,1,-1.875,0.42448,0,,0.19909,0.49464,18.08964,0.98657,1,0.54148,0.47502,19.58288,0.98205,1,0,0,7
s18,fruit.bmp,1,75,1235.98,1.23598,42382530612,394.16832,261.22752,0.38493,0.34014,1.11799,0.118,4,1,0.38644,0.35456,1,-1.875,0.4349,0,,0.19904,0.49471,18.02319,0.98657,1,0.5416,0.47508,19.59269,0.98205,1,0,0,7
s18,fruit.bmp,1,76,1248.46,1.24846,42382562175,392.00768,261.98016,0.38282,0.34112,1.11799,0.13047,4,1,0.36593,0.34899,1,-1.875,0.4349,0,,0.19945,0.49489,18.27243,0.98657,1,0.54198,0.4749,19.5701,0.98614,1,0,0,7
s18,fruit.bmp,1,77,1265.14,1.26514,42382604441,391.936,261.18912,0.38275,0.34009,1.11799,0.14716,4,1,0.38207,0.33078,1,-1.875,0.44792,0,,0.19947,0.49493,18.21169,0.99066,1,0.54204,0.47494,19.56267,0.99022,1,0,0,7
s18,fruit.bmp,1,78,1281.31,1.28131,42382645337,391.82336,260.06784,0.38264,0.33863,1.11799,0.16332,4,1,0.38155,0.32402,1,-1.875,0.44792,0,,0.19954,0.4948,18.35692,0.99474,1,0.54196,0.47468,19.5104,0.99837,1,0,0,7
s18,fruit.bmp,1,79,1298.16,1.29816,42382688003,392.43776,259.0848,0.38324,0.33735,1.11799,0.18018,4,1,0.38982,0.32326,1,-1.875,0.45964,0,,0.19956,0.49498,18.61113,1.00289,1,0.54219,0.47495,19.5374,1.00651,1,0,0,7
s18,fruit.bmp,1,80,1315.24,1.31524,42382731220,392.37632,257.51808,0.38318,0.33531,1.11799,0.19725,4,1,0.3825,0.31093,1,-1.875,0.45964,0,,0.19955,0.49488,18.43183,1.01103,1,0.54217,0.47509,19.5523,1.01465,1,0,0,7
s18,fruit.bmp,1,81,1330.86,1.33086,42382770759,392.26368,255.67488,0.38307,0.33291,1.11799,0.21287,4,1,0.38159,0.30169,1,-1.875,0.46875,0,,0.19947,0.49497,18.39326,1.01917,1,0.54215,0.47504,19.44424,1.02279,1,0,0,7
s18,fruit.bmp,1,82,1349.38,1.34938,42382817659,393.24672,255.6288,0.38403,0.33285,1.11799,0.23139,4,1,0.39759,0.33197,1,-1.875,0.46875,0,,0.19954,0.49524,18.14687,1.02732,1,0.5422,0.47528,19.49285,1.02685,1,0,0,7
s18,fruit.bmp,1,83,1363.68,1.36368,42382853843,393.74848,255.52128,0.38452,0.33271,1.11799,0.24569,4,1,0.39186,0.33061,1,-1.875,0.47396,0,,0.19956,0.49532,18.03854,1.03137,1,0.54216,0.47537,19.34329,1.03091,1,0,0,7
s18,fruit.bmp,1,84,1380.86,1.38086,42382897339,394.16832,255.22944,0.38493,0.33233,1.11799,0.26287,4,1,0.39145,0.32619,1,-1.875,0.47396,0,,0.19956,0.49532,18.03854,1.03543,1,0.54215,0.47538,19.37329,1.03497,1,0,0,7
s18,fruit.bmp,1,85,1396.82,1.39682,42382937745,394.94656,251.18208,0.38569,0.32706,1.11799,0.27883,4,1,0.39865,0.23763,1,-1.875,0.47396,0,,0.19953,0.4953,18.15318,1.03949,1,0.54216,0.47565,19.28854,1.03903,1,0,0,7
s18,fruit.bmp,1,86,1412.66,1.41266,42382977830,395.48928,247.32672,0.38622,0.32204,1.11799,0.29467,4,1,0.39573,0.2316,1,-1.875,0.47396,0,,0.19938,0.4956,17.97819,1.03949,1,0.54208,0.47601,19.92753,1.03903,1,0,0,7
s18,fruit.bmp,1,87,1429.74,1.42974,42383021065,395.9808,243.85536,0.3867,0.31752,1.11799,0.31174,4,1,0.39573,0.2316,1,-1.875,0.47526,0,,0.19938,0.49557,17.96128,1.03949,1,0.54213,0.47585,19.75486,1.03903,1,0,0,7
s18,fruit.bmp,1,88,1446.01,1.44601,42383062254,395.8784,241.48992,0.3866,0.31444,1.11799,0.32802,4,1,0.38471,0.25286,1,-1.875,0.47526,0,,0.19939,0.49564,18.01942,1.03949,1,0.54211,0.47553,19.12752,1.03903,1,0,0,7
s18,fruit.bmp,1,89,1462.36,1.46236,42383103647,395.70432,239.09376,0.38643,0.31132,1.11799,0.34437,4,1,0.38291,0.2458,1,-1.87305,0.47526,0,,0.19927,0.49562,18.18634,1.03949,1,0.54206,0.47552,19.10496,1.03903,1,0,0,7
s18,fruit.bmp,1,93,1527.66,1.52766,42383268976,395.18208,228.0576,0.38592,0.29695,1.47897,0.04871,5,1,0.3788,0.30912,1,-1.86133,0.46875,0,,0.19908,0.49626,18.35417,1.01506,1,0.54152,0.47622,19.69802,1.01054,1,0,0,7
s18,fruit.bmp,1,94,1544.19,1.54419,42383310797,394.63936,230.57664,0.38539,0.30023,1.47897,0.06522,5,1,0.38329,0.31335,1,-1.84668,0.46745,0,,0.19873,0.49661,18.45166,1.011,1,0.54137,0.47635,19.72546,1.00648,1,0,0,7
s18,fruit.bmp,1,95,1564.05,1.56405,42383361074,394.73152,231.33696,0.38548,0.30122,1.47897,0.08508,5,1,0.38595,0.30615,1,-1.84668,0.46745,0,,0.19872,0.49666,18.43292,1.00694,1,0.54144,0.47616,19.60283,1.00242,1,0,0,7
s18,fruit.bmp,1,96,1577.29,1.57729,42383394577,394.87488,232.38912,0.38562,0.30259,1.47897,0.09832,5,1,0.3864,0.31083,1,-1.79297,0.45182,0,,0.1987,0.49678,18.42845,1.00289,1,0.54146,0.47622,19.61384,0.99837,1,0,0,7
s18,fruit.bmp,1,97,1593.65,1.59365,42383436003,393.18528,236.55168,0.38397,0.30801,1.47897,0.11469,5,1,0.37245,0.34597,1,-1.79297,0.45182,0,,0.1985,0.49693,18.5475,0.99883,1,0.54141,0.47632,19.50316,0.99839,1,0,0,7
s18,fruit.bmp,1,98,1610.13,1.61013,42383477702,391.8336,239.37792,0.38265,0.31169,1.47897,0.13116,5,1,0.37212,0.34112,1,-1.68262,0.42839,0,,0.19848,0.49734,18.12269,1.00291,1,0.54138,0.47673,19.67731,1.00248,1,0,0,7
s18,fruit.bmp,1,99,1627.64,1.62764,42383522044,390.7584,241.63584,0.3816,0.31463,1.47897,0.14867,5,1,0.37212,0.34112,1,-1.68262,0.42839,0,,0.19841,0.49722,18.24818,1.00291,1,0.54135,0.47705,19.90768,1.00248,1,0,0,7
s18,fruit.bmp,1,100,1643.71,1.64371,42383562723,390.67648,243.5712,0.38152,0.31715,1.47897,0.16475,5,1,0.38078,0.3423,1,-1.64355,0.41797,0,,0.19876,0.49754,18.34901,1.00291,1,0.54118,0.47739,19.62876,0.99839,1,0,0,7
s18,fruit.bmp,1,101,1659.37,1.65937,42383602346,389.44768,244.29312,0.38032,0.31809,1.47897,0.1804,5,1,0.36712,0.32839,1,-1.64355,0.41797,0,,0.19869,0.49747,18.1261,0.99883,1,0.54148,0.4775,19.61274,0.99431,1,0,0,7
s18,fruit.bmp,1,102,1676.7,1.6767,42383646262,388.41344,244.76928,0.37931,0.31871,1.47897,0.19775,5,1,0.36708,0.32623,1,-1.59277,0.40625,0,,0.19888,0.49755,18.20586,0.99883,1,0.54155,0.47756,19.42898,0.99837,1,0,0,7
s18,fruit.bmp,1,103,1692.36,1.69236,42383685863,389.3248,243.81696,0.3802,0.31747,1.47897,0.21339,5,1,0.39176,0.30137,1,-1.59277,0.40625,0,,0.19904,0.49771,17.9452,1.00289,1,0.54181,0.47814,19.85412,1.00242,1,0,0,7
s18,fruit.bmp,1,104,1708.77,1.70877,42383727407,390.42048,243.9552,0.38127,0.31765,1.47897,0.2298,5,1,0.39638,0.32016,1,-1.51758,0.39453,0,,0.19912,0.49814,18.56398,1.00694,1,0.54186,0.47851,20.13067,1.00648,1,0,0,7
s18,fruit.bmp,1,105,1724.81,1.72481,42383768018,391.36256,243.96288,0.38219,0.31766,1.47897,0.24584,5,1,0.39596,0.31779,1,-1.51758,0.39453,0,,0.19912,0.49812,18.52643,1.011,1,0.54183,0.4786,19.78506,1.00648,1,0,0,7
s18,fruit.bmp,1,106,1741.62,1.74162,42383810548,391.02464,244.21632,0.38186,0.31799,1.47897,0.26265,5,1,0.37647,0.32333,1,-1.41113,0.3776,0,,0.19894,0.49843,18.52564,1.011,1,0.54164,0.47881,20.0053,1.01057,1,0,0,7
s18,fruit.bmp,1,107,1757.68,1.75768,42383851211,390.42048,244.52352,0.38127,0.31839,1.47897,0.27871,5,1,0.37136,0.32511,1,-1.41113,0.3776,0,,0.19896,0.49852,18.64816,1.01509,1,0.54154,0.47872,19.95103,1.01465,1,0,0,7
s18,fruit.bmp,1,108,1774.63,1.77463,42383894127,389.888,244.79232,0.38075,0.31874,1.47897,0.29566,5,1,0.37136,0.32511,1,-1.25195,0.35417,0,,0.19874,0.49873,18.51174,1.01509,1,0.54156,0.47885,19.90432,1.01465,1,0,0,7
s18,fruit.bmp,1,109,1790.91,1.79091,42383935340,389.0176,245.57568,0.3799,0.31976,1.47897,0.31194,5,1,0.36368,0.33914,1,-1.25195,0.35417,0,,0.19865,0.49862,18.58484,1.01509,1,0.54151,0.47896,19.76595,1.01057,1,0,0,7
s18,fruit.bmp,1,110,1806.96,1.80696,42383975958,388.94592,247.0272,0.37983,0.32165,1.47897,0.32799,5,1,0.37855,0.35938,1,-1.13379,0.33203,0,,0.1988,0.49862,18.47733,1.00694,1,0.54154,0.47898,19.73503,1.00242,1,0,0,7
s18,fruit.bmp,1,111,1823.71,1.82371,42384018367,388.9152,248.50176,0.3798,0.32357,1.47897,0.34474,5,1,0.37902,0.36383,1,-1.01172,0.31771,0,,0.19874,0.49876,18.35156,1.00289,1,0.54174,0.47914,19.73668,0.99837,1,0,0,7
s18,fruit.bmp,1,112,1840.86,1.84086,42384061784,389.65248,249.0624,0.38052,0.3243,1.47897,0.36189,5,1,0.39641,0.34049,1,-1.01172,0.31771,0,,0.19894,0.4986,18.31721,0.99883,1,0.54195,0.47926,19.67953,0.99431,1,0,0,7
